Áfríkà	África
Ẹ̀ka:Àwọn òṣeré	Categoria:Atores
Ẹ̀ka:Àwọn ará Austríà	Categoria:Austríacos
Ẹ̀ka:Àwọn ará Nẹ́dálándì	Categoria:Neerlandeses
Ẹ̀ka:Àwọn ará Brítánì	Categoria:Britânicos
Ẹ̀ka:Àwọn ará Fránsì	Categoria:Franceses
Ẹ̀ka:Àwọn ará Dómíníkì Olómìnira	Categoria:Dominicanos
Ẹ̀ka:Àwọn ará Djìbútì	Categoria:Djibutienses
Ẹ̀ka:Àwọn ará Swítsàlandì	Categoria:Suíços
Ẹ̀ka:Àwọn ará Dẹ́nmárkì	Categoria:Dinamarqueses
Ẹ̀ka:Àwọn olórin ará Amẹ́ríkà	Categoria:Músicos dos Estados Unidos
Àdàkọ:Border-radius	Predefinição:Border-radius
Sergio Mattarella	Sergio Mattarella
Susan Egan	Susan Egan
Àdàkọ:WikipediaLang	Predefinição:Wikipédia em outras línguas
Àdàkọ:Location map Scotland	Predefinição:Mapa de localização/Escócia
Àdàkọ:Location map England	Predefinição:Mapa de localização/Inglaterra
Ẹ̀ka:Atòlànà kọ̀mpútà ọ̀fẹ́	Categoria:Software livre
Ẹ̀ka:Òfin	Categoria:Direito
Ẹ̀ka:Àwọn orílẹ̀-èdè	Categoria:Países
Ẹ̀ka:Ọ̀rọ̀-òkòwò	Categoria:Economia
Wikipedia:Àwọn alámùójútó	Wikipédia:Administradores
Ẹ̀ka:Kàsàkstán	Categoria:Cazaquistão
Ẹ̀ka:Àwọn ènìyàn	Categoria:Pessoas
Wikipedia:Ìtọrọ láti di alámòjútó	Wikipédia:Pedidos de administração
Ẹ̀ka:Àwọn ẹ̀yà abínibí	Categoria:Grupos étnicos
Ẹ̀ka:Àwọn ìdawọ́bò	Categoria:Ocupações
Ẹ̀ka:Àwọn ènìyàn gẹ́gẹ́bí ìdawọ́bò	Categoria:Pessoas por ocupação
Wikipedia:Àwọn Bot	Wikipédia:Robôs
Ẹ̀ka:Àwọn ẹ̀ka ìbòmọ́lẹ̀	Categoria:!Categorias ocultas
Ẹ̀ka:Àsìkò	Categoria:Tempo
Ẹ̀ka:Àdánidá	Categoria:Natureza
Ẹ̀ka:Internet	Categoria:Internet
Ẹ̀ka:Iṣẹ́ẹ̀rọ	Categoria:Engenharia
Ẹ̀ka:Ìwòsàn	Categoria:Medicina
Ẹ̀ka:Ìṣèlú	Categoria:Política
Ẹ̀ka:Ẹ̀kọ́	Categoria:Educação
Ẹ̀ka:Àwọn ọnà	Categoria:Arte
Ẹ̀ka:Software	Categoria:Programas de computador
Ẹ́gíptì	Egito
Wikipedia:Sock puppetry	Wikipédia:Sock puppet
Ravindra Prabhat	Ravindra Prabhat
Àwọn Filipínò	Filipinos
Ẹ̀ka:2013	Categoria:2013
Agbègbè Ìjọba Ìbílẹ̀ Obi, Ìpínlẹ̀ Bẹ́núé	Obi (Nigéria)
Ìwé àwọn Ọba	Livro dos Reis
Ẹ̀ka:Àwọn amòye	Categoria:Filósofos
Àdàkọ:Bot	Predefinição:Robô
Wikipedia:Kíní Wikipedia kò jẹ́	Wikipédia:O que a Wikipédia não é
Kánádà	Canadá
Ẹ̀ka:Húngárì	Categoria:Hungria
Ẹ̀ka:Bẹ́ljíọ̀m	Categoria:Bélgica
Ẹ̀ka:Kíprù	Categoria:Chipre
Ẹ̀ka:Tsẹ́kì Olómìnira	Categoria:República Checa
Ẹ̀ka:Dẹ́nmárkì	Categoria:Dinamarca
Ẹ̀ka:Estóníà	Categoria:Estónia
Ẹ̀ka:Fínlándì	Categoria:Finlândia
Ẹ̀ka:Gríìsì	Categoria:Grécia
Ẹ̀ka:Látfíà	Categoria:Letónia
Ẹ̀ka:Íslándì	Categoria:Islândia
Ẹ̀ka:Lúksẹ́mbọ̀rg	Categoria:Luxemburgo
Ẹ̀ka:Lituéníà	Categoria:Lituânia
Ẹ̀ka:Máltà	Categoria:Malta
Ẹ̀ka:Swídìn	Categoria:Suécia
Ẹ̀ka:Slofákíà	Categoria:Eslováquia
Ẹ̀ka:Sloféníà	Categoria:Eslovénia
Agbègbè Ìjọba Ìbílẹ̀ Balanga	Balanga (Nigéria)
Ẹ̀ka:Àwọn atòràwọ̀ ará Amẹ́ríkà	Categoria:Astrónomos dos Estados Unidos
Ẹ̀ka:Àwọn àyọkà pàtàkì	Categoria:!Artigos destacados
Wikipedia:Nípa Wikipedia	Wikipédia:Sobre a Wikipédia
Èbúté:Àkóónú/Àwọn àṣíwò	Portal:Conteúdo/Temas gerais
Ẹ̀ka:Àwọn ogun	Categoria:Guerras
Ọ̀run	Céu (religião)
Ẹ̀ka:Microsoft	Categoria:Microsoft
Ẹ̀ka:Àwọn orílẹ̀-èdè Europe	Categoria:Países da Europa
Ẹ̀ka:Europe	Categoria:Europa
Ẹ̀ka:Àwọn oríọ̀rọ̀ àyọkà	Categoria:Classificações dos tópicos principais
Ẹ̀ka:Ìrànwọ́ Wikipedia	Categoria:!Ajuda
Ẹ̀ka:Àwọn ẹ̀ka gẹ́gẹ́ bíi orí-ọ̀rọ̀	Categoria:Categorias por tópico
Ìrànwọ́:Àwọn ìfẹ́ràn oníṣe	Ajuda:Guia de edição/Menus e ferramentas/Preferências
Àdàkọ:Aṣàlàyé	Predefinição:Documentação
Ẹ̀ka:Àwọn ojúewé Wikipedia aláàbò	Categoria:!Páginas protegidas
Open Amẹ́ríkà 2013 − Àwọn Obìnrin Ẹnìkan	US Open de 2013 – Simples feminino
Ẹ̀ka:Àwọn oníṣe Wikipedia	Categoria:!Wikipedistas
Wikipedia:Èbúté Àwùjọ	Wikipédia:Portal comunitário
Ẹ̀ka:Àwọn oníṣe gẹ́gẹ́ bìi èdè wọn	Categoria:!Wikipedistas por idioma
Ẹ̀ka:Àwọn ìpinu ọ̀nà ìṣiṣẹ́ Wikipedia	Categoria:!Políticas oficiais
Wikipedia:Àwọn àyọkà kúkúrú	Wikipédia:Esboço
Adaptive Multi-Rate	Adaptive Multi-Rate
Sung Jae-ki	Sung Jae-ki
Arieh Warshel	Arieh Warshel
Instituto Federal da Bahia	Instituto Federal da Bahia
Àdàkọ:Softredirect	Predefinição:Pseudorredirecionamento
Àdàkọ:Ìparẹ́	Predefinição:ER
Agbègbè Ìjọba Ìbílẹ̀ Bakura	Bakura
Ẹ̀ka:Àwọn agbá tẹ́nìs	Categoria:Tenistas
Agbègbè Ìjọba Ìbílẹ̀ Baruten	Baruten
Ẹ̀ka:Tẹknọ́lọ́jì	Categoria:Tecnologia
Agbègbè Ìjọba Ìbílẹ̀ Bende	Bende
Ẹ̀ka:Gẹ́nẹ́tíìkì	Categoria:Genética
Ẹ̀ka:Àwọn èdè	Categoria:Línguas
Ẹ̀ka:Àwọn kàlẹ́ndà	Categoria:Calendários
Ẹ̀ka:Wikipedia	Categoria:Wikipédia
Ẹ̀ka:Àwọn ojúewé pẹ̀lú àwọn ìjápọ̀ fáìlì gígé	Categoria:!Páginas com ficheiros inexistentes
Ẹ̀ka:Àwọn ìlú àwọn orílẹ̀-èdè	Categoria:Cidades por país
Wikipedia:Ọrúkọààyè	Wikipédia:Domínio
Agbègbè Ìjọba Ìbílẹ̀ Buruku	Buruku
Agbègbè Ìjọba Ìbílẹ̀ Bwari	Bwari
Èbúté:Àkóónú/Àwọn èbúté	Portal:Índice
Àdàkọ:Navbox	Predefinição:Navbox
Ààrẹ ilẹ̀ Brasil	Presidente do Brasil
Ẹ̀ka:Àwọn ènìyàn alààyè	Categoria:Pessoas vivas
Ẹ̀ka:Tẹ́nìs	Categoria:Tênis
Ẹ̀ka:Àwọn ìdíje tẹ́nìs	Categoria:Competições de ténis
Ẹ̀ka:Tẹ́nìs ní 2012	Categoria:2012 no tênis
Ẹ̀ka:Open Amẹ́ríkà	Categoria:US Open
Ẹ̀ka:Ìdíje Wimbledon	Categoria:Wimbledon
Ẹ̀ka:Open Fránsì	Categoria:Roland-Garros
Ẹ̀ka:Open Austrálíà	Categoria:Open da Austrália
Ẹ̀ka:Ìṣiṣẹ́ kọ̀mpútà	Categoria:Computação
Ẹ̀ka:Tẹknọ́lọ́jì onínọ́mbà	Categoria:Tecnologia digital
Agbègbè Ìjọba Ìbílẹ̀ Efon	Efon
Èbúté:Igbesiaye	Portal:Biografias
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Sìmbábúè	Categoria:Tenistas do Zimbábue
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Amẹ́ríkà	Categoria:Tenistas dos Estados Unidos
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Rọ́síà	Categoria:Tenistas da Rússia
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Tsẹ́kì	Categoria:Tenistas da República Checa
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Slofákíà	Categoria:Tenistas da Eslováquia
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Sérbíà	Categoria:Tenistas da Sérvia
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Jẹ́mánì	Categoria:Tenistas da Alemanha
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Swídìn	Categoria:Tenistas da Suécia
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Románíà	Categoria:Tenistas da Romênia
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Fránsì	Categoria:Tenistas da França
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Pólàndì	Categoria:Tenistas da Polônia
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Jamáíkà	Categoria:Tenistas da Jamaica
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Itálíà	Categoria:Tenistas da Itália
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Ísráẹ́lì	Categoria:Tenistas de Israel
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Spéìn	Categoria:Tenistas da Espanha
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Bùlgáríà	Categoria:Tenistas da Bulgária
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Brítánì	Categoria:Tenistas do Reino Unido
Ẹ̀ka:Àwọn agbá tẹ́nìs ará àwọn Bàhámà	Categoria:Tenistas das Bahamas
Ẹ̀ka:Àwọn agbá tẹ́nìs ará Austrálíà	Categoria:Tenistas da Austrália
Àdàkọ:Infobox coat of arms	Predefinição:Info/Brasão
Àdàkọ:Error	Predefinição:Erro
Àdàkọ:Tnavbar	Predefinição:Tnavbar
Àdàkọ:Loop	Predefinição:Loop
Àdàkọ:Void	Predefinição:Void
Àdàkọ:Okina	Predefinição:Okina
Àdàkọ:Clear	Predefinição:Limpar
Àdàkọ:Col-break	Predefinição:Col-break
Àdàkọ:Col-begin	Predefinição:Col-begin
Àdàkọ:Color	Predefinição:Color
Wikipedia:Àwọn àyọkà tó ṣe kóko	Wikipédia:Artigos essenciais
Ẹ̀ka:Áfríkà	Categoria:África
Ẹ̀ka:July	Categoria:Julho
Ẹ̀ka:Àwọn nọ́mbà	Categoria:Números
Ẹ̀ka:June	Categoria:Junho
Ẹ̀ka:Ẹ̀lẹ́ktrónìkì	Categoria:Eletrônica
Ẹ̀ka:Bíbélì	Categoria:Bíblia
Ẹ̀ka:Àwọn òṣeré tẹlifísàn ará Amẹ́ríkà	Categoria:Atores de televisão dos Estados Unidos
Ẹ̀ka:Àwọn ìwé	Categoria:Livros
Àdàkọ:Wikisource	Predefinição:Wikisource
Àdàkọ:Babel	Predefinição:Babel
Àdàkọ:Commons	Predefinição:Commons
Àdàkọ:Link GA	Predefinição:Bom interwiki
Àdàkọ:Reflist	Predefinição:Referências
Ẹ̀ka:Àwọn irú ìṣẹ́-ẹ̀rọ	Categoria:Disciplinas de engenharia
Ẹ̀ka:Àwọn òṣeré tẹlifísàn	Categoria:Atores de televisão
Ẹ̀ka:Àwọn òṣeré fílmù	Categoria:Atores de cinema
Àdàkọ:AFG	Predefinição:AFG
Àdàkọ:Ebun Akademi	Predefinição:Oscar
Àdàkọ:NavPeriodicTable	Predefinição:Elemento/mini tabela periódica
Agbègbè Ìjọba Ìbílẹ̀ Funakaye	Funakaye
Agbègbè Ìjọba Ìbílẹ̀ Gbonyin	Gbonyin
Àdàkọ:Ẹ̀kúnrẹ́rẹ́	Predefinição:Esboço
Àdàkọ:Oníṣe ar-1	Predefinição:User ar-1
Àdàkọ:Bákannáà	Predefinição:VT
Àdàkọ:Oníṣe de	Predefinição:User de
Àdàkọ:Oníṣe de-1	Predefinição:User de-1
Àdàkọ:Oníṣe el	Predefinição:User el
Àdàkọ:Oníṣe de-3	Predefinição:User de-3
Àdàkọ:Oníṣe en-3	Predefinição:User en-3
Àdàkọ:Oníṣe en-1	Predefinição:User en-1
Àdàkọ:Oníṣe en-2	Predefinição:User en-2
Àdàkọ:Oníṣe en-4	Predefinição:User en-4
Àdàkọ:Oníṣe en	Predefinição:User en
Àdàkọ:Oníṣe de-2	Predefinição:User de-2
Àdàkọ:Oníṣe fr-1	Predefinição:User fr-1
Ẹ̀ka:Àṣà Amẹ́ríkà	Categoria:Cultura dos Estados Unidos
Ẹ̀ka:Èlò	Categoria:Matéria
Ẹ̀ka:Ẹ̀mín	Categoria:Vida
Àdàkọ:Location map Spain Andalusia	Predefinição:Mapa de localização/Andaluzia
Àdàkọ:Oníṣe it-3	Predefinição:User it-3
Àdàkọ:User sk	Predefinição:User sk
Àdàkọ:Oníṣe tr	Predefinição:User tr
Àdàkọ:Oníṣe it-1	Predefinição:User it-1
Àdàkọ:Oníṣe fr	Predefinição:User fr
Ẹ̀ka:Ọ̀rọ̀-àjàkálẹ̀àrùn	Categoria:Epidemiologia
Ẹ̀ka:February	Categoria:Fevereiro
Ẹ̀ka:1957	Categoria:1957
Ẹ̀ka:1949	Categoria:1949
Ẹ̀ka:1927	Categoria:1927
Ẹ̀ka:1919	Categoria:1919
Ẹ̀ka:Àwọn àpótí ìtọ́ka	Categoria:!Predefinições de caixas de navegação
Ẹ̀ka:Kòkòrò	Categoria:Insectos
Àdàkọ:Country data Tajikistan	Predefinição:Country data Tajiquistão
Ẹ̀ka:Móldófà	Categoria:Moldávia
Ẹ̀ka:Sósíálístì Káríayé	Categoria:Internacional Socialista
Ẹ̀ka:Azerbaijan	Categoria:Azerbaijão
Ẹ̀ka:Ásíà	Categoria:Ásia
Ẹ̀ka:Tsílè	Categoria:Chile
Ẹ̀ka:Ọ̀rúndún 21k	Categoria:Século XXI
Ẹ̀ka:Lèsóthò	Categoria:Lesoto
Ẹ̀ka:Oníṣe uk	Categoria:Usuários uk
Ẹ̀ka:Gúúsù Amẹ́ríkà	Categoria:América do Sul
Ẹ̀ka:1930	Categoria:1930
Ẹ̀ka:Oníṣe uk-N	Categoria:Usuário uk
Ẹ̀ka:1936	Categoria:1936
Ẹ̀ka:1947	Categoria:1947
Àdàkọ:Intricate template	Predefinição:Predefinição complexa
Ẹ̀ka:1937	Categoria:1937
Ẹ̀ka:1940	Categoria:1940
Ẹ̀ka:1934	Categoria:1934
Ẹ̀ka:1960	Categoria:1960
Ẹ̀ka:1943	Categoria:1943
Ẹ̀ka:1951	Categoria:1951
Ẹ̀ka:1942	Categoria:1942
Ẹ̀ka:1959	Categoria:1959
Ẹ̀ka:1938	Categoria:1938
Ẹ̀ka:1928	Categoria:1928
Ẹ̀ka:1913	Categoria:1913
Ẹ̀ka:1918	Categoria:1918
Ẹ̀ka:1954	Categoria:1954
Ẹ̀ka:Malaysia	Categoria:Malásia
Ẹ̀ka:1941	Categoria:1941
Ẹ̀ka:1955	Categoria:1955
Ẹ̀ka:1950	Categoria:1950
Ẹ̀ka:Àwọn ónjẹ	Categoria:Alimentos
Ẹ̀ka:1921	Categoria:1921
Ẹ̀ka:1977	Categoria:1977
Ẹ̀ka:1946	Categoria:1946
Ẹ̀ka:1948	Categoria:1948
Ẹ̀ka:1932	Categoria:1932
Ẹ̀ka:Bọ́ọ̀lù-ẹlẹ́sẹ̀	Categoria:Futebol
Ẹ̀ka:1945	Categoria:1945
Àdàkọ:Country data Kuwait	Predefinição:Country data Kuwait
Àdàkọ:Mod	Predefinição:Mod
Ẹ̀ka:1923	Categoria:1923
Ẹ̀ka:1935	Categoria:1935
Ẹ̀ka:1910	Categoria:1910
Ẹ̀ka:1917	Categoria:1917
Ẹ̀ka:1904	Categoria:1904
Ẹ̀ka:1926	Categoria:1926
Ẹ̀ka:1907	Categoria:1907
Ẹ̀ka:1914	Categoria:1914
Ẹ̀ka:1929	Categoria:1929
Ẹ̀ka:1920	Categoria:1920
Àdàkọ:Oníṣe it	Predefinição:User it
Ẹ̀ka:1925	Categoria:1925
Àdàkọ:Oníṣe uk	Predefinição:User uk
Ẹ̀ka:1905	Categoria:1905
Ẹ̀ka:1915	Categoria:1915
Àdàkọ:Oníṣe es-2	Predefinição:User es-2
Ẹ̀ka:1908	Categoria:1908
Àdàkọ:Ẹkúàbọ̀	Predefinição:Bem-vindo(a)
Ẹ̀ka:1901	Categoria:1901
Ẹ̀ka:1903	Categoria:1903
Ẹ̀ka:1902	Categoria:1902
Ẹ̀ka:1900	Categoria:1900
Àdàkọ:Ru icon	Predefinição:Ru icon
Àdàkọ:WikipediaSister2	Predefinição:Projetos correlatos
Ẹ̀ka:1933	Categoria:1933
Àdàkọ:Country data Belgium	Predefinição:Country data Bélgica
Ẹ̀ka:Ọjọ́	Categoria:Dias da semana
Ẹ̀ka:1912	Categoria:1912
Àdàkọ:Country data Slovakia	Predefinição:Country data Eslováquia
Ẹ̀ka:Àwọn àdàkọ àwọn afònàkò	Categoria:!Predefinições de coordenadas
Àdàkọ:Country data El Salvador	Predefinição:Country data El Salvador
Àdàkọ:Country data Panama	Predefinição:Country data Panamá
Ẹ̀ka:1952	Categoria:1952
Àdàkọ:Outlying territories of European countries	Predefinição:Territórios especiais membros da União Europeia
Àdàkọ:Country flagnavy	Predefinição:Marinha/core
Àdàkọ:Refend	Predefinição:Refend
Ẹ̀ka:Àwọn wiki	Categoria:Wikis
Àdàkọ:Country data Ecuador	Predefinição:Country data Equador
Àdàkọ:Country data Ethiopia	Predefinição:Country data Etiópia
Àdàkọ:Country data Tunisia	Predefinição:Country data Tunísia
Àdàkọ:Country data Czech Republic	Predefinição:Country data República Checa
Àdàkọ:Country data Thailand	Predefinição:Country data Tailândia
Àdàkọ:Scinote	Predefinição:Scinote
Àdàkọ:Country data Cuba	Predefinição:Country data Cuba
Àdàkọ:Country data Indonesia	Predefinição:Country data Indonésia
Àdàkọ:Country data Cambodia	Predefinição:Country data Camboja
Àdàkọ:Country data Senegal	Predefinição:Country data Senegal
Àdàkọ:Country data Madagascar	Predefinição:Country data Madagáscar
Àdàkọ:Country data Albania	Predefinição:Country data Albânia
Àdàkọ:Country data Peru	Predefinição:Country data Peru
Ẹ̀ka:Àwọn àgbájọ	Categoria:Organizações
Àdàkọ:Country data Paraguay	Predefinição:Country data Paraguai
Àdàkọ:Country data Macau	Predefinição:Country data Macau
Àdàkọ:Country data Kenya	Predefinição:Country data Quénia
Àdàkọ:Country data San Marino	Predefinição:Country data San Marino
Àdàkọ:Country data Republic of China	Predefinição:Country data República da China
Àdàkọ:Country data Nicaragua	Predefinição:Country data Nicarágua
Àdàkọ:Country data Honduras	Predefinição:Country data Honduras
Àdàkọ:Country data Uzbekistan	Predefinição:Country data Uzbequistão
Àdàkọ:Country data Bolivia	Predefinição:Country data Bolívia
Àdàkọ:Country data Dominican Republic	Predefinição:Country data República Dominicana
Àdàkọ:Country data Liechtenstein	Predefinição:Country data Liechtenstein
Àdàkọ:Country data Togo	Predefinição:Country data Togo
Àdàkọ:Àwọn àdàkọ nípa orílẹ̀	Predefinição:Continente-baseada em templates
Àdàkọ:Country data Guatemala	Predefinição:Country data Guatemala
Àdàkọ:Country data Haiti	Predefinição:Country data Haiti
Àdàkọ:Country data Mali	Predefinição:Country data Mali
Àdàkọ:Country data Latvia	Predefinição:Country data Letónia
Àdàkọ:Country data Malta	Predefinição:Country data Malta
Àdàkọ:Country data Monaco	Predefinição:Country data Mônaco
Àdàkọ:Country data Denmark	Predefinição:Country data Dinamarca
Àdàkọ:Country data Iceland	Predefinição:Country data Islândia
Àdàkọ:Country data Pólàndì	Predefinição:Country data Polônia
Ẹ̀ka:1911	Categoria:1911
Ẹ̀ka:1922	Categoria:1922
Ẹ̀ka:1924	Categoria:1924
Àdàkọ:Click	Predefinição:Click
Àdàkọ:Country data Bulgaria	Predefinição:Country data Bulgária
Àdàkọ:Àwọn apá ilẹ̀ Fránsì	Predefinição:França/Departamentos
Ẹ̀ka:1906	Categoria:1906
Àdàkọ:Country data Bosnia and Herzegovina	Predefinição:Country data Bósnia e Herzegovina
Àdàkọ:Country data Guyana	Predefinição:Country data Guiana
Àdàkọ:Country data South Africa	Predefinição:Dados de país/África do Sul
Àdàkọ:Country data Jamaica	Predefinição:Country data Jamaica
Àdàkọ:Country data Georgia	Predefinição:Country data Geórgia
Àdàkọ:Country data Argentina	Predefinição:Country data Argentina
Àdàkọ:Navbox suite	Predefinição:Navbox suite
Àdàkọ:Country data Uruguay	Predefinição:Country data Uruguai
Àdàkọ:Country showdata	Predefinição:Country showdata
Àdàkọ:Country data Trinidad and Tobago	Predefinição:Country data Trinidad e Tobago
Ẹ̀ka:Àwọn àdàkọ Europe	Categoria:!Predefinições sobre Europa
Àdàkọ:Image label	Predefinição:Image label
Àdàkọ:Category handler	Predefinição:Cat handler
Ẹ̀ka:Àwọn orin-ìyìn orílẹ̀-èdè	Categoria:Hinos nacionais
Àdàkọ:Country data Brunei	Predefinição:Country data Brunei
Àdàkọ:Country data Sri Lanka	Predefinição:Country data Sri Lanka
Àdàkọ:Country data Mexico	Predefinição:Country data México
Àdàkọ:Country data Greece	Predefinição:Country data Grécia
Àdàkọ:Country data Luxembourg	Predefinição:Country data Luxemburgo
Àdàkọ:Country data Saudi Arabia	Predefinição:Country data Arábia Saudita
Àdàkọ:Country data Bahamas	Predefinição:Country data Bahamas
Àdàkọ:Country data Croatia	Predefinição:Country data Croácia
Àdàkọ:Àwọn orílẹ̀-èdè Áfríkà	Predefinição:Países da África
Àdàkọ:Àpótíọ̀rọ̀ pápá ọkọ̀-ojúòfurufú	Predefinição:Info/Aeroporto2
Àdàkọ:Country data United Arab Emirates	Predefinição:Country data Emirados Árabes Unidos
Àdàkọ:FWB	Predefinição:FWB
Àdàkọ:Country data U.S. Virgin Islands	Predefinição:Country data Ilhas Virgens Americanas
Àdàkọ:Period start	Predefinição:Período começo
Àdàkọ:Country data Morocco	Predefinição:Country data Marrocos
Àdàkọ:Country data Serbia	Predefinição:Country data Sérvia
Àdàkọ:Country data Australia	Predefinição:Country data Austrália
Àdàkọ:Subatomic particle	Predefinição:SubatomicParticle
Àdàkọ:Sidebar	Predefinição:Sidebar
Àdàkọ:CalendarCustom	Predefinição:Calendário
Àdàkọ:Ẹ̀ka Wikipedia	Predefinição:Categoria de administração
Àdàkọ:Navigation templates	Predefinição:Modelo de navegação
Àdàkọ:ATP	Predefinição:ATP
Àdàkọ:Fossil range/bar	Predefinição:Período fóssil/barra
Àdàkọ:Infobox national military	Predefinição:Info/Forças Armadas
Àdàkọ:Ẹ̀bùn Nobel nínú Físíksì	Predefinição:Nobel de Física
Ẹ̀ka:Àkóónú ọ̀fẹ́	Categoria:Conteúdo livre
Àdàkọ:Infobox country	Predefinição:Info/País
Àdàkọ:Country data Laos	Predefinição:Country data Laos
Àdàkọ:UKR	Predefinição:UKR
Àdàkọ:Collapsible option	Predefinição:Collapsible option
Àdàkọ:Country data Nepal	Predefinição:Country data Nepal
Àdàkọ:Country data Finland	Predefinição:Country data Finlândia
Àdàkọ:Flatlist	Predefinição:Lista horizontal
Àdàkọ:USVicePresidents	Predefinição:Vice-presidentes dos Estados Unidos
Àdàkọ:Country data Egypt	Predefinição:Country data Egito
Àdàkọ:Country data Lithuania	Predefinição:Country data Lituânia
Àdàkọ:Infobox political party	Predefinição:Info/Partido político
Àdàkọ:Country data Japan	Predefinição:Country data Japão
Àdàkọ:Country data Netherlands	Predefinição:Country data Países Baixos
Àdàkọ:Tmbox	Predefinição:Tmbox
Àdàkọ:Infobox pharaoh	Predefinição:Info/Faraó
Àdàkọ:Microsoft Windows family	Predefinição:Microsoft Windows
Àdàkọ:Country data Azerbaijan	Predefinição:Country data Azerbaijão
Àdàkọ:Xpd	Predefinição:Xpd
Àdàkọ:Country data Czechoslovakia	Predefinição:Country data Checoslováquia
Àdàkọ:Time ago	Predefinição:Tempo passado
Àdàkọ:Country data Vietnam	Predefinição:Country data Vietname
Àdàkọ:Àyọkà pàtàkì	Predefinição:Artigo destacado
Àdàkọ:Country data Libya	Predefinição:Country data Líbia
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1875	Categoria:Nascidos em 1875
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1856	Categoria:Nascidos em 1856
Àdàkọ:Infobox monarch	Predefinição:Info/Monarca
Ẹ̀ka:Ghánà	Categoria:Gana
Ẹ̀ka:Oníṣe en-4	Categoria:Utilizador en-4
Ẹ̀ka:Tógò	Categoria:Togo
Ẹ̀ka:Oníṣe en	Categoria:Usuários en
Ẹ̀ka:Kroatíà	Categoria:Croácia
Ẹ̀ka:Oníṣe en-2	Categoria:Usuário en-2
Àdàkọ:Infobox	Predefinição:Info
Àdàkọ:Navy	Predefinição:Marinha
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1902	Categoria:Mortos em 1902
Àdàkọ:Main other	Predefinição:Artigos e outros
Àdàkọ:Elementary arithmetic	Predefinição:Aritmética elementar
Àdàkọ:Navbox/core	Predefinição:Navbox/core
Ẹ̀ka:Àwọn Alákóso Àgbà ilẹ̀ Itálíà	Categoria:Primeiros-ministros da Itália
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 23 Oṣù Kẹ̀sán	Wikipédia:Efemérides/23 de setembro
Àdàkọ:Template other	Predefinição:Template other
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 4 Oṣù Kejì	Wikipédia:Efemérides/4 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 30 Oṣù Kọkànlá	Wikipédia:Efemérides/30 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 18 Oṣù Kejì	Wikipédia:Efemérides/18 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 28 Oṣù Kínní	Wikipédia:Efemérides/28 de janeiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 23 Oṣù Kọkànlá	Wikipédia:Efemérides/23 de novembro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 14 Oṣù Kínní	Wikipédia:Efemérides/14 de janeiro
Àdàkọ:Lang-bg	Predefinição:Lang-bg
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 25 Oṣù Kejì	Wikipédia:Efemérides/25 de fevereiro
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 10 Oṣù Kẹjọ	Wikipédia:Efemérides/10 de agosto
Ẹ̀ka:Àwọn olórin rap	Categoria:Rappers
Ẹ̀ka:Àwọn olùkọ̀wé ará Brítánì	Categoria:Escritores do Reino Unido
Wikipedia:Àwọn Ìṣẹ̀lẹ̀ Bíi Ọjọ́ Òní/Ọjọ́ 17 Oṣù Kẹ̀sán	Wikipédia:Efemérides/17 de setembro
