Aprika	África
Jeremy Mayfield	Jeremy Mayfield
Steven Anthony Lawrence	Steven Anthony Lawrence
Pananakop ng mga Hapones sa Pilipinas	Ocupação japonesa das Filipinas
Jeff Samardzija	Jeff Samardzija
Mormon	Mórmon
Padron:Sistemang Pang-araw	Predefinição:Sistema Solar
Mina' Zayid	Mina' Zayid
Scryed	S-CRY-ed
Julio Alemán	Julio Alemán
Wikipedia:Mga kumbensiyon sa pagsusulat ng mga artikulo	Wikipédia:Convenção de nomenclatura
Joystick (komiks)	Joystick (Marvel Comics)
Anapase	Anáfase
Wikipedia:Antas ng mga napupuntahan	Wikipédia:Wikipedistas
Utang	Débito
GMA News TV	GMA News TV
Maso	Maço
Alak-alakan	Panturrilha
Wikipedia:Mabilisang talatuntunan	Portal:Conteúdo/Índice alfabético
Haruka Suenaga	Haruka Suenaga
Hiroki Aiba	Hiroki Aiba
Takeshi Tsuruno	Takeshi Tsuruno
Hikaru Yamamoto	Hikaru Yamamoto
Hiroki Suzuki	Hiroki Suzuki
Entre a Mi Mundo	Entre a mi mundo
Selena Live!	Selena Live!
Ven Conmigo	Ven conmigo (álbum de Selena)
Selena (album)	Selena (álbum)
Aki Misato	Misato Aki
Nobuo Yamada	NoB (cantor)
Pícara Sonhadora	Pícara Sonhadora
Pagpako sa krus	Crucificação
Michiya Mihashi	Michiya Mihashi
Jeffrey Peterson	Jeffrey Peterson
Danny Jacobs	Danny Jacobs
Hughson, California	Hughson
Ligue Démocratique-Mouvement pour le Parti du Travail	Liga Democrática - Movimento para o Partido do Trabalho
Al Roker	Al Roker
Talaan ng mga kontrabida sa Pokémon	Organizações criminosas de Pokémon
Katabaan ng kabataan	Obesidade infantil
Hampas	Golpe
Lupon sa Pagsasaayos ng Beijing para sa Palarong Olimpiko	Comitê Organizador dos Jogos Olímpicos de Verão de 2008
Politika sa Pilipinas	Política das Filipinas
Yukimi Nagano	Yukimi Nagano
Purpura	Púrpura
Hiroyuki Takami	Access (grupo)
Naruto RPG: Uketsugareshi Hi no Ishi	Lista de jogos de Naruto
Atsushi Sakurai	Atsushi Sakurai
Rin Asuka	Rin Asuka
Harry F. Byrd, Jr.	Harry F. Byrd, Jr.
Yousuke Ito	Yousuke Ito
Cobalt Man	Homem de Cobalto
Shigeki Hosokawa	Shigeki Hosokawa
Mitsuomi Takahashi	Mitsuomi Takahashi
Bibingka	Bebinca
MAX	MAX (banda)
Yu-Gi-Oh! Capsule Monsters	Yu-Gi-Oh! Capsule Monsters
Hiro Takahashi	Takahashi Hiro
Yasuka Saitoh	Yasuka Saito
Hidenori Tokuyama	Hidenori Tokuyama
Masashi Mikami	Masashi Mikami
Tetsuo Kurata	Tetsuo Kurata
Mako Ishino	Mako Ishino
Ryoko Moriyama	Moryama Ryoko
Hiroshi Tsuburaya	Hiroshi Tsuburaya
Yu-Gi-Oh! GX Tag Force 2	Yu-Gi-Oh! GX: Tag Force 2
Naomi Morinaga	Naomi Morinaga
Perubyanong Hapones	Imigração japonesa no Peru
Yukio Yamagata	Yukio Yamagata
Kayoko Shibata	Kayoko Shibata
Kaede Matsushima	Kaede Matsushima
Ai Takano	Ai Takano
Shiro Izumi	Shiro Izumi
Saki Kagami	Saki Kagami
Tsuyoshi Hayashi	Tsuyoshi Hayashi
Chiharu Niiyama	Chiharu Niiyama
Jyunichi Haruta	Junichi Haruta
Seiun Kamen Machineman	Machineman
Mayo Suzukaze	Mayo Suzukaze
Yuria Haga	Yuria Haga
Kouhei Takeda	Kouhei Takeda
Kenji Matsuda	Kenji Matsuda
ROD The TV	R.O.D the TV
Edward Brooke	Edward Brooke
Cha Kato	Cha Kato
Magdalena Moguilevsky	Magdalena Moguilevsky
Mahenta	Magenta
Mao Denda	Mao Denda
Caravan Kidd	Caravan Kidd
ROSE Online	ROSE Online
Aji Ichimonme	Aji Ichi Monme
Gotita de amor	Gotita de amor
A Vida da Gente	A Vida da Gente
Modelong pang-estadistika	Modelo estatístico
Black Mamba (komiks)	Mamba negra (Marvel)
Katorse	Katorse
Street Fighter II (manga)	Street Fighter II (mangá)
A Different Kind of Pain	A Different Kind of Pain
Et Cetera	Et Cetera (mangá)
Samurai Executioner	Kubikiri Asa
Kazuki Namioka	Kazuki Namioka
Love Can't Wait	Love Can't Wait
Mapita Cortés	Mapita Cortés
MariMar	Marimar (telenovela filipina)
Sining pangkomersyo	Arte comercial
Mitsu Murata	Mitsu Murata
Takashi Hosokawa	Takashi Hosokawa
Joaquín Cordero	Joaquín Cordero
Pangulo ng Hayti	Presidente do Haiti
Ana Colchero	Ana Colchero
KGBeast	KGBesta
Alexis Ayala	Alexis Ayala
Nuria Bages	Nuria Bages
Plutarco Haza	Plutarco Haza
José María Torre	José María Torre
Otto Sirgo	Otto Sirgo
Rafael Nantes	Rafael Nantes
Magnetismo	Magnetismo
05:22:09:12 Off	05:22:09:12 Off
Irán Castillo	Irán Castillo
Scandal (komiks)	Escândalo (DC Comics)
Guillermo García Cantú	Guillermo García Cantú
Sitti Navarro	Sitti Navarro
Flamebird	Pássaro Flamejante
Umm Bab	Umm Bab
Jewish Publication Society	Jewish Publication Society
Fafnir (komiks)	Fafnir (Marvel Comics)
Myx	MYX
King Snake	Rei Cobra
Norbert Rillieux	Norbert Rillieux
Ekonomiyang pampamamahala	Economia gerencial
Ar Ru'ays	Ar Ru'ays
Umm Salal Muhammad	Umm Salal Muhammad
Juan Ferrara	Juan Ferrara
Víctor Noriega	Víctor Noriega
Julio Camejo	Julio Camejo
Alejandra Barros	Alejandra Barros
Zona fasciculata	Zona fasciculada
Herminia Roman	Herminia Roman
Republika ng Indian Stream	República de Indian Stream
Sebastián Ligarde	Sebastián Ligarde
Estefanía Villarreal	Estefania Villarreal
Christopher Knights	Christopher Knights
Amytis	Amitis (filha de Xerxes I)
Paglilitis kay Saddam Hussein	Julgamento de Saddam Hussein
Google Blog Search	Google Blog Search
Eddy Vilard	Eddy Vilard
Evita Muñoz @@@u0026Chachita"	Evita Muñoz
Zoraida Gómez	Zoraida Gómez
Alicia Montoya	Alicia Montoya
Star Circle Quest	Erich Gonzales
Lamuymoy na areolar	Tecido conjuntivo frouxo
Prankster	Galhofeiro
Athos	Athos (mitologia)
R. D. Blackmore	R. D. Blackmore
Guido de Lavezaris	Guido de Lavezaris
Gómez Pérez Dasmariñas	Gómez Pérez das Mariñas
Banal na Lunes	Segunda-Feira Santa
Joko Widodo	Joko Widodo
Beddomeia	Beddomeia
Grettell Valdéz	Grettell Valdéz
Tony Dalton	Tony Dalton
Ricardo Blume	Ricardo Blume
Héctor Suárez Gomís	Héctor Suárez Gomis
Eric del Castillo	Eric del Castillo
Yuliana Peniche	Yuliana Peniche
Rodrigo Nehme	Rodrigo Nehme
Multiberso	Multiverso (ciência)
Nicole Randall Johnson	Nicole Randall Johnson
Talaan ng mga bayan at lungsod sa Pilipinas	Lista de cidades das Filipinas
Romanong sining	Arte da Roma Antiga
Fukuchiyama, Kyoto	Fukuchiyama
Reseta	Prescrição médica
Mikronesya	Micronésia
Al Hidd	Al Hadad
Wikipedia:Pagsasalinwika	Wikipédia:Tradução
Paraiso	Paraíso
Jordan Peele	Jordan Peele
Panteon	Panteão
Fujiko Fujio	Fujiko Fujio
Kamandag	Peçonha
Jim Florentine	Jim Florentine
Teala Dunn	Teala Dunn
Kategorya:Banda	Categoria:Grupos musicais
Talaan ng mga Pangulo ng Croatia	Lista de presidentes da Croácia
Silvia Manríquez	Silvia Manríquez
S. Scott Bullock	S. Scott Bullock
May Isang Pangarap	May Isang Pangarap
Mara Clara (2010)	Mara Clara
Menifee, California	Menifee (Califórnia)
Black Orchid	Orquídea Negra
Frank Caeti	Frank Caeti
Talaan ng mga bersiyon ng Microsoft Windows	Lista das principais versões do Microsoft Windows
Rasyo	Razão (matemática)
Manuela Ímaz	Manuela Imaz
Marco Méndez	Marco Méndez
Luis Santos	Luís Capoulas Santos
Survivor: Cook Islands	Survivor: Cook Islands
Pawis	Suor
Tulong:Pag-login	Ajuda:Guia de edição/Como criar uma conta
Konde	Conde
Peptostreptococcus	Peptostreptococcus
Doctor Sivana	Doutor Silvana
Procopio Bonifacio	Procopio Bonifacio
Chemo (komiks)	Químio
Bosco Chocolate Syrup	Bosco Chocolate Syrup
Floronic Man	Homem Florônico
List of Zatch Bell! video games	Lista de jogos eletrônicos de Zatch Bell
Paghahambing ng mga sistemang pang-ekonomiya	Sistemas econômicos comparados
Unang Pitong Konsehong Ekumenikal	Primeiros sete concílios ecumênicos
Carmen Montejo	Carmen Montejo
Miguel Córcega	Miguel Córcega
Fury (DC Comics)	Fúria (DC Comics)
Perimysium	Perimísio
Chosuke Ikariya	Chousuke Ikariya
Yutaka Hirose	Kazuhisa Hirose
Solenopsis daguerrei	Solenopsis daguerrei
Rica Peralejo	Rica Peralejo
Jesús Zavala	Jesús Zavala
Arleth Terán	Arleth Terán
Risa Kudo	Risa Kudo
Tala (komiks)	Tala (DC Comics)
Birhen Tagapamagitan ng Lahat ng Biyaya	Nossa Senhora Medianeira
Natasha Dupeyrón	Natasha Dupeyrón
Héctor Soberón	Héctor Soberón
Talaan ng mga himpilang pantelebisyon sa Pilipinas	Lista de emissoras de televisão das Filipinas
Dark Angel (DC Comics)	Anjo Negro (DC Comics)
Dinuguan	Dinuguan
Julio Mannino	Julio Mannino
Ginatan	Ginataan
Otojiro Kawakami	Otojiro Kawakami
Arturo Falcones	Distrito X
Monitor (komiks)	Monitor (DC Comics)
Ernesto Laguardia	Ernesto Laguardia
Stanley Karnow	Stanley Karnow
Taku Kitahara	Taku Kitahara
Doop (komiks)	Doop
Jarella	Jarella
Hugis ng katawang pambabae	Forma do corpo feminino
Apache Kid	Apache Kid
Unibersidad ng Asya at ng Pasipiko	Universidade da Ásia e do Pacífico
Unibersidad ng Bohol	Universidade de Bohol
Jorge Martínez de Hoyos	Jorge Martínez de Hoyos
Julie Vega	Julie Vega
Johnny A. Sanchez	Johnny A. Sanchez
Tyr (DC Comics)	Tyr (DC Comics)
Dragoness (komiks)	Dragonesa
Big Bertha (komiks)	Grande Bertha
Zatch Bell! Mamodo Battles	Zatch Bell! Mamodo Battles
Kopang Olimpiko	Taça Olímpica
Verónica Merchant	Verónica Merchant
Assunta de Rossi	Assunta De Rossi
Ectokid	Ectokid
Bereet	Bereet
(She Was A) Hotel Detective	(She Was A) Hotel Detective
Carl Draper	Carl Draper
Elysius	Elysius
Black Tarantula	Tarântula Negra
Enrique Álvarez Félix	Enrique Álvarez Félix
Fanny Cano	Fanny Cano
Sasha Montenegro	Sasha Montenegro
Atsuko Takahata	Atsuko Takahata
Golden Glider	Patinadora Dourada
Angelica Panganiban	Angelica Panganiban
Silvia Pasquel	Silvia Pasquel
Bertha Moss	Bertha Moss
Shaina Magdayao	Shaina Magdayao
Fandral	Fandral
Ofelia Guilmain	Ofelia Guilmáin
Holiday (komiks)	Feriado (DC Comics)
Circe (komiks)	Circe (DC Comics)
Ernst (komiks)	Ernst (Marvel Comics)
Icicle (komiks)	Geada (DC Comics)
Bronze Tiger	Tigre de Bronze
Michael Wayans	Michael Wayans
Wrath (komiks)	Wrath (DC Comics)
Erg (komiks)	Erg (Marvel Comics)
Crimson Fox	Raposa Escarlate
AJ Perez	AJ Perez
Doctor Light (DC Comics superheroine)	Doutora Luz
Wizard (DC Comics)	Mago (DC Comics)
Blitzkrieg (Marvel Comics)	Blitzkrieger
Jazz (komiks)	Jazz (Marvel Comics)
Bling (komiks)	Bling!
Emplate	Sangria (Marvel Comics)
Bushman (komiks)	Raoul Bushman
Jewel Mische	Jewel Mische
Conduit (komiks)	Conduíte (DC Comics)
Halalan para sa Senado ng Pilipinas, 2010	Eleições no Senado das Filipinas em 2010
Pang-ibabaw na anatomiya	Anatomia de superfície
Cyborgirl	Cyborgirl
Blowhard (komiks)	Scaleface
AnimEigo	AnimEigo
Justice (New Universe)	Justice (Marvel Comics)
Super Inggo	Super Inggo
Mercedes Molto	Mercedes Molto
Jake Cuenca	Jake Cuenca
Blockbuster (Marauder)	Arrasa-Quarteirão (Marvel Comics)
Query at Echo	Enquete e Eco (DC Comics)
Sabrina, the Teenage Witch	Sabrina, the Teenage Witch (banda desenhada)
Kathryn Bernardo	Kathryn Bernardo
Vance Astrovik	Vance Astrovik
Hauptmann Deutschland	Hauptmann Deutschland
Alchemy (komiks)	Alquimia (Marvel Comics)
Mala (komiks)	Mala (DC Comics)
Albert (komiks)	Albert & Elsie-Dee
Lord Havok	Lord Havok
Cyclotron (komiks)	Cyclotron (DC Comics)
Demons Three	Abnegazar, Rath e Gast
Manilyn Reynes	Manilyn Reynes
Hukbong Dagat ng Pilipinas	Marinha Filipina
Gertrude Yorkes	Arsênica
Manchester Black	Lista de membros da Elite e da Liga da Justiça Elite
Al Khuwayr	Al Khuwayr
Kid Colt	Kid Colt
Karolina Dean	Karolina Dean
X-Men: The Manga	X-Men Mangá
Centennial (komiks)	Centennial
Alejandro Tommasi	Alejandro Tommasi
Gosamyr	Gosamyr
Aaron Corp	Aaron Corp
Catiana	Lista dos 198 mutantes do Universo Marvel
Rimon	Rimom
Asmodel	Asmodel
Mirage (komiks)	Miragem (DC Comics)
Duela Dent	Duela Dent
Pagbubuhos ng tubig	Efusão
Manuel 'Flaco' Ibáñez	Manuel Ibáñez
Yolanda Andrade	Yolanda Andrade
Tarantula (DC Comics)	Tarântula (DC Comics)
Monarch (komiks)	Monarca (DC Comics)
Equus (komiks)	Equus (DC Comics)
Blockbuster (komiks)	Arrasa-Quarteirão (DC Comics)
Anggitay	Anggitay
Morgaine le Fey (DC Comics)	Morgana Le Fay (DC Comics)
Zona reticularis	Zona reticular
Mist (komiks)	Névoa (DC Comics)
Bombshell (DC Comics)	Granada (DC Comics)
Armando Goyena	Armando Goyena
Artie Maddicks	Artie
Bea Alonzo	Bea Alonzo
María Inés Guerra	María Inés Guerra
K Brosas	K Brosas
Tinola	Tinola
Hyperion (komiks)	Hyperion (Marvel Comics)
May Bukas Pa	May Bukas Pa
Carla Abellana	Carla Abellana
Telebisyon ng Bayan	People's Television Network
Stephnie Weir	Stephnie Weir
Birmingham-Hoover-Cullman Combined Statistical Area	Grande Birmingham
Couples for Christ	Encontro de Casais com Cristo
Eliseo Soriano	Eliseo Soriano
Studio 23	Studio 23
(Like) Linus	(Like) Linus
Onomatopoeia (komiks)	Onomatopeia (DC Comics)
Wikang pasenyas ng mga Pilipino	Língua de Sinais Filipina
Sa Piling Mo	Sa Piling Mo
Lobo (palabas sa telebisyon)	Lobo (telenovela)
Cheshire (komiks)	Lince (DC Comics)
Maxim Magazine	Maxmen
Daniela Alvarado	Daniela Alvarado
Biyaheng daambakal	Transporte ferroviário
Windows 8.1	Windows 8.1
24 Oras	24 Oras
TV Patrol	TV Patrol
Central Alabama	Alabama Central
Magkaka-alyadong Bansa	Aliados
Amazing Man	O Admirável
Soberanong estado	Teoria constitutiva do Estado
Bulletman at Bulletgirl	Homem-Bala e Mulher-Bala
Uhog	Muco
That Winter, The Wind Blows	That Winter, The Wind Blows
Jehova	Jeová
Tsitsaron	Torresmo
Daisy	Daisy
Dambuhala	Gigante
Dinastiyang Selyusida	Turcos seljúcidas
Bilis	Rapidez
Donna Troy	Donna Troy
Douglas Payne	Douglas Payne
Encanto	Encanto
Bibi	Pato
Abunai Deka	Abunai Deka
Unknown Soldier (komiks)	Soldado Desconhecido (DC Comics)
Inhinyeriyang pang-aeroespasyo	Engenharia aeroespacial
Rodolfo Abrantes	Rodolfo Abrantes
Katsuya Jounouchi	Joey Wheeler
Lala DX	LaLa DX
Sakuna	Desastre
Maria Anna Madia	Marianna Madia
Betel (ng Bibliya)	Betel
Leon-dagat	Leão-marinho
Wikipedia:Ano ang isang artikulo	Wikipédia:Artigo
Templo sa Herusalem	Templo de Jerusalém
Padron:Authority control	Predefinição:Controle de autoridade
Ensina	Bolota
Wikipedia:Maging mangahas	Wikipédia:Seja audaz
Pulang singkamas	Nabo
Padron:Cquote	Predefinição:Quote
Kategorya:Mga Aleman	Categoria:Alemães
Kategorya:Mga Amerikano	Categoria:Estado-unidenses
Kategorya:Mga artista	Categoria:Atores
Agham ng pag-uugali	Ciências do comportamento
Kategorya:Mga Britaniko	Categoria:Britânicos
Kategorya:Mga Pranses	Categoria:Franceses
Padron:Chess diagram	Predefinição:Diagrama de xadrez
Kategorya:Mga Suwiso	Categoria:Suíços
Kategorya:Mga Italyano	Categoria:Nacionais da Itália
Kategorya:Mga ilog ng Europa	Categoria:Rios da Europa
Kategorya:Nobela	Categoria:Romances
Kategorya:Mga musiko mula sa Estados Unidos	Categoria:Músicos dos Estados Unidos
Kategorya:Mga direktor ng pelikula	Categoria:Cineastas
Kategorya:Mga pintor mula sa Alemanya	Categoria:Pintores da Alemanha
Kategorya:LGBT	Categoria:LGBT
Padron:Userbox	Predefinição:Userbox
Kategorya:Warcraft	Categoria:Warcraft
Selenomonad	Selenomonas
Susan Egan	Susan Egan
Kategorya:Google	Categoria:Google
Atrophic vaginitis	Vaginite atrófica
Padron:Wikipedialang	Predefinição:Wikipédia em outras línguas
Padron:UnangPahinaBalita	Predefinição:Eventos atuais
Kategorya:Malayang software	Categoria:Software livre
Kategorya:Batas	Categoria:Direito
Kategorya:Mga bansa	Categoria:Países
Kategorya:Ekonomiya	Categoria:Economia
Wikipedia:Pagpapalit ng bansag	Wikipédia:Renomeação de conta
Wikipedia:Tagapangasiwa	Wikipédia:Administradores
Kategorya:Mga pangkat-etniko sa Pilipinas	Categoria:Grupos étnicos das Filipinas
Kategorya:Mga pangkat-etniko sa Mehiko	Categoria:Grupos étnicos do México
Kategorya:Kazakhstan	Categoria:Cazaquistão
Kategorya:Mga tao	Categoria:Pessoas
Wikipedia:Nominasyon para sa Tagapangasiwa ng Wikipediang Tagalog	Wikipédia:Pedidos de administração
Kategorya:Mga pangkat-etniko	Categoria:Grupos étnicos
Kategorya:Trabaho	Categoria:Ocupações
Kategorya:Mga tao ayon sa trabaho	Categoria:Pessoas por ocupação
Wikipedia:Patakaran sa bot	Wikipédia:Robôs
Kategorya:Mga nakatagong kategorya	Categoria:!Categorias ocultas
Kategorya:Kalikasan	Categoria:Natureza
Kategorya:Internet	Categoria:Internet
Lohika ng unang orden	Lógica de primeira ordem
Kategorya:Pera	Categoria:Dinheiro
Kategorya:Botanika	Categoria:Botânica
Kategorya:Inhenyeriya	Categoria:Engenharia
Kategorya:Mga materyales	Categoria:Materiais
Roberto Ballesteros	Roberto Ballesteros
Kategorya:Mga dating bansa sa Europa	Categoria:Estados extintos da Europa
Kategorya:Sistemang nerbiyos	Categoria:Sistema nervoso
Kategorya:Anatomiya	Categoria:Anatomia
Kategorya:Panggagamot	Categoria:Medicina
Vacuum curettage method	Aspiração uterina a vácuo
Kategorya:Politika	Categoria:Política
Kategorya:Edukasyon	Categoria:Educação
Kategorya:Sining	Categoria:Arte
Kategorya:Software	Categoria:Programas de computador
The Voice	The Voice (talent show)
Pagtutuos	Contabilidade
Ehipto	Egito
Chimpanzee	Pan troglodytes
Turismong pampagkain	Turismo gastronômico
Gabriela Goldsmith	Gabriela Goldsmith
Sistema ng Magaan na Riles Panlulan ng Maynila	Mass Rapid Transit Manila
Wikipedia:Paglilinaw	Ajuda:Guia de edição/Desambiguação
Mga Pilipino	Filipinos
Lasa	Flavor
Osvaldo Benavides	Osvaldo Benavides
Kategorya:2013	Categoria:2013
Mga digmaang Hudyo-Romano	Guerras judaico-romanas
Tatampal (isda)	Linguado
Atsushi Hashimoto	Atsushi Hashimoto
Dee Dee Davis	Dee Dee Davis
Yulia Lipnitskaya	Julia Lipnitskaia
Kategorya:Agnostisismo	Categoria:Agnosticismo
Kategorya:Mga pilosopo	Categoria:Filósofos
Kategorya:Estadistika	Categoria:Estatística
Jamais Te Esquecerei	Jamais Te Esquecerei
Kategorya:Halalan	Categoria:Eleições
Jim Ward	Jim Ward
Cypress	Cypress
Padron:Bot	Predefinição:Robô
Trapiko	Trânsito
Edward Moss	Edward Moss
Canada	Canadá
Kategorya:Unggarya	Categoria:Hungria
Kategorya:Mga estadong-kasapi ng Unyong Europeo	Categoria:Estados membros da União Europeia
Kategorya:Belhika	Categoria:Bélgica
Kategorya:Tsipre	Categoria:Chipre
Kategorya:Republikang Tseko	Categoria:República Checa
Kategorya:Dinamarka	Categoria:Dinamarca
Kategorya:Estonia	Categoria:Estónia
Kategorya:Pinlandiya	Categoria:Finlândia
Kategorya:Gresya	Categoria:Grécia
Kategorya:Islandya	Categoria:Islândia
Kategorya:Lithuania	Categoria:Lituânia
Kategorya:Suwesya	Categoria:Suécia
Kategorya:Slovakia	Categoria:Eslováquia
Kategorya:Islobenya	Categoria:Eslovénia
Wikipedia:Karapatang-ari	Wikipédia:Direitos de autor
Code Geass Hangyaku no Lelouch	Code Geass: Lelouch of the Rebellion
Kategorya:Mga astronomo mula sa Estados Unidos	Categoria:Astrónomos dos Estados Unidos
Kategorya:Napiling artikulo	Categoria:!Artigos destacados
Wikipedia:Patungkol	Wikipédia:Sobre a Wikipédia
Wikipedia:Pamantayan ng nilalamang 'di-malaya	Wikipédia:Posição das Wikipédias em relação ao fair use
Wikipedia:Tingnan ang buod	Portal:Conteúdo
Arturo Rutor	Arturo Belleza Rotor
Rowan Blanchard	Rowan Blanchard
Kategorya:Mga kimiko	Categoria:Químicos
The X Factor	The X Factor (Reino Unido)
Dimensiyon	Dimensão (matemática)
Imperyong Akkadio	Império Acádio
Kategorya:Mga digmaan	Categoria:Guerras
Kategorya:Larong bidyo	Categoria:Jogos eletrônicos
Kategorya:Laro	Categoria:Jogos
Kalangitan	Céu (religião)
Kategorya:Microsoft	Categoria:Microsoft
'Til Death Do Us Part	'Til Death Do Us Part
Portada:Agham	Portal:Ciência
Kategorya:Berlin	Categoria:Berlim
Kategorya:Leipzig	Categoria:Leipzig
Kategorya:Mga bansa sa Europa	Categoria:Países da Europa
Kategorya:Europa	Categoria:Europa
Kategorya:Wikipedia help	Categoria:!Ajuda
Tulong:Paggamit ng pahina ng usapan	Wikipédia:Página de discussão
Wikipedia:Kasalukuyang pangyayari	Portal:Eventos atuais
Padron:Documentation	Predefinição:Documentação
Kategorya:Wikipedia category redirects	Categoria:!Redirecionamentos de categorias
Wikipedia:Paglalagay ng mga larawan	Ajuda:Guia de edição/Como usar imagens
Kasangkapang pangkasarian	Órgão sexual
21 Singles	21 Singles
50 Number Ones	50 Number Ones
5 Seconds of Summer	5 Seconds of Summer
Wikipedia:Komentaryo	Wikipédia:Pedidos de opinião
Wikipedia:Makipag-ugnayan sa amin	Wikipédia:Contato
Wikipedia:Puntahan ng pamayanan	Wikipédia:Portal comunitário
Kategorya:Mga tagagamit ayon sa wika	Categoria:!Wikipedistas por idioma
Wikipedia:Pabayaan ang patakaran	Wikipédia:A Wikipédia não possui regras fixas além dos cinco pilares
Wikipedia:Walang pinapanigang pananaw	Wikipédia:Princípio da imparcialidade
Wikipedia:Sariling talambuhay	Wikipédia:Autobiografia
Wikipedia:Usbong	Wikipédia:Esboço
Wikipedia:Alitan ng interes	Wikipédia:Conflito de interesse
Wikipedia:Mag-hinuha ng katapatan	Wikipédia:Presumir a boa-fé
Wikipedia:Bandalismo	Wikipédia:Vandalismo
Wikipedia:Mga hiniling na artikulo	Wikipédia:Artigos pedidos
Adultery	Adultério (desambiguação)
Sung Jae-ki	Sung Jae-ki
Agila-II (Satelayt)	ABS-3
Agua Bendita	Agua Bendita
Agujetas de Color de Rosa	Agujetas de color de rosa
Aisha	Aisha bint Abu Bakr
Alyna	Alyna
Andi Eigenmann	Andi Eigenmann
Ang Panday (teleserye)	Panday
Angel Aquino	Angel Aquino
Angelito: Batang Ama	Angelito: Batang Ama
Anna Luna	Anna Luna
Bakemonogatari	Bakemonogatari
Apoy Sa Dagat	Apoy Sa Dagat
Argent (komiks)	Argenta (DC Comics)
Ari Telch	Ari Telch
Mario (serye)	Mario (série)
Pusod (paliparan)	Hub (aviação comercial)
Negosyo	Negócio
Almondigas	Almôndega
Azu	AZU
Instituto Federal da Bahia	Instituto Federal da Bahia
Padron:Softredirect	Predefinição:Pseudorredirecionamento
Padron:Burahin	Predefinição:ER
Kategorya:Wikipedia copyright	Categoria:!Direitos de autor
Kategorya:Mga manlalaro ng tenis	Categoria:Tenistas
Gastropoda	Gastrópodes
Basta't Kasama Kita	Basta't Kasama Kita
Estilo ng titik	Fonte tipográfica
Be Careful With My Heart	Be Careful with My Heart
Kategorya:Teknolohiya	Categoria:Tecnologia
Kategorya:World Wide Web	Categoria:Web
Wikipedia:WikiProyekto Biyograpiya	Wikipédia:Projetos/Biografias
Kategorya:Henetika	Categoria:Genética
Roderick	Rodrigo (prenome)
Tobias (paglilinaw)	Tobias
Vincent	Vincent
Kategorya:Mga wika	Categoria:Línguas
Kategorya:Balarila	Categoria:Gramática
Kategorya:Kalendaryo	Categoria:Calendários
Kategorya:Wikipedia	Categoria:Wikipédia
Wangis-baka	Bovinos
Wikipedia:Pangkalahatang pagtatanggi	Wikipédia:Aviso geral
Bukas Na Lang Kita Mamahalin	Bukas Na Lang Kita Mamahalin
Kawal	Soldado
Kategorya:Kasalukuyang pangyayari	Categoria:Eventos atuais
Wikipedia:Patakaran sa paglilihim	Wikipédia:Política de privacidade
Wikipedia:Mga gabay sa estilo sa paglalathala	Wikipédia:Livro de estilo
Yuri	Yuri
Baluwarte	Bailiado
Wikipedia:Pagbura ng mga pahina	Wikipédia:Política de eliminação
PlayStation 4	PlayStation 4
Kategorya:Inmunolohiya	Categoria:Imunologia
Calla Lily	Calla Lily
Padron:Navbox	Predefinição:Navbox
Padron:Tuwirang daan	Predefinição:Atalho
Padron:Tracklist	Predefinição:Lista de faixas
Kepler-37b	Kepler-37b
Bali	Fratura dos materiais
Claudia Troyo	Claudia Troyo
Laro bago magtalik	Preliminares
Coco Martin	Coco Martin
Colegio San Agustin	Colégio Santo Agostinho
Katarungan	Justiça
Konseho ng Constantinople (815)	Concílio de Constantinopla (815)
Liryo	Lírio
Boro	Borough
Kategorya:Mga lungsod ng Iran	Categoria:Cidades do Irão
Kategorya:Heograpiya ng Iran	Categoria:Geografia do Irão
Padron:Policy in a nutshell	Predefinição:Resumo
Dahil Sa Pag-ibig	Dahil Sa Pag-ibig
Dahil May Isang Ikaw	Dahil May Isang Ikaw
Daniel Matsunaga	Daniel Matsunaga
Daniel Padilla	Daniel Padilla
Danielle Gaither	Daniele Gaither
Darating ang Umaga	Darating Ang Umaga
06:21:03:11 Up Evil	06:21:03:11 Up Evil
Plasmus	Plasmus
Roberto Blandón	Roberto Blandón
Derek Ramsay	Derek Ramsay
Makabagong kasaysayan	Idade Moderna
Kategorya:Nabubuhay na mga tao	Categoria:Pessoas vivas
Padron:Fact	Predefinição:Carece de fontes
Dyosa	Dyosa
Kategorya:Redirects	Categoria:!Redirecionamentos
Kategorya:Wikipedia maintenance	Categoria:!Manutenção
Kategorya:Tenis	Categoria:Tênis
Kategorya:Mga krusada	Categoria:Cruzadas
Kategorya:Kompyuter	Categoria:Computação
Kategorya:Kamatayan ayon sa sanhi	Categoria:Mortes por causa
Parole	Liberdade condicional
En-men-lu-ana	Enmenluanna
Enchong Dee	Enchong Dee
Esperanza (teleserye)	Esperanza (telenovela)
Padron:!-	Predefinição:!-
Padron:!!	Predefinição:!!
Padron:Navbar	Predefinição:Tnavbar
Padron:Void	Predefinição:Void
Padron:Unicode	Predefinição:Unicode
Kategorya:Wikipedia formatting templates	Categoria:!Predefinições de formatação
Padron:Okina	Predefinição:Okina
Pananampalataya	Fé
Padron:E	Predefinição:E
Padron:Clear	Predefinição:Limpar
Padron:Col-break	Predefinição:Col-break
Padron:Col-begin	Predefinição:Col-begin
Padron:Color	Predefinição:Color
Eva Fonda	Eva Fonda
