Āfrika	África
Kategorija:1900. gada Vasaras Olimpiskās spēles	Categoria:Jogos Olímpicos de Verão de 1900
Kategorija:2008. gada Vasaras Olimpiskās spēles	Categoria:Jogos Olímpicos de Verão de 2008
Kategorija:1920. gada Vasaras Olimpiskās spēles	Categoria:Jogos Olímpicos de Verão de 1920
Kategorija:Ziemas Olimpiskās spēles	Categoria:Jogos Olímpicos de Inverno
Kategorija:2010. gada Vasaras Jaunatnes Olimpiskās spēles	Categoria:Jogos Olímpicos de Verão da Juventude de 2010
Kategorija:Hošimina	Categoria:Cidade de Ho Chi Minh
Kategorija:Cianīdi	Categoria:Cianetos
Kategorija:Kibernētika	Categoria:Cibernética
Kategorija:Sibīrija	Categoria:Sibéria
Kategorija:Kibertelpa	Categoria:Ciberespaço
Kategorija:Dinozauri	Categoria:Dinossauros
Kategorija:Nitrāti	Categoria:Nitratos
Kategorija:Burtveidoli	Categoria:Fontes tipográficas
Kategorija:Dzēlējzarndobumaiņi	Categoria:Cnidários
Kategorija:Elektrība	Categoria:Eletricidade
Kategorija:Elektroķīmija	Categoria:Eletroquímica
Kategorija:Pasts	Categoria:Correios
Kategorija:Mikroprocesori	Categoria:Microprocessadores
Kategorija:Mikrokontrolieri	Categoria:Microcontroladores
Kategorija:Maikls Džeksons	Categoria:Michael Jackson
Kategorija:Mikronēzija	Categoria:Micronésia
Kategorija:Datorvīrusi	Categoria:Vírus de computador
Kategorija:Maģija	Categoria:Magia
Kategorija:Hidrīdi	Categoria:Hidretos
Kategorija:Hidroksīdi	Categoria:Hidróxidos
Kategorija:Hidraulika	Categoria:Hidráulica
Kategorija:Ūdeņradis	Categoria:Hidrogénio
Kategorija:User pl	Categoria:Usuários pl
Kategorija:Futbola noteikumi	Categoria:Regras de futebol
Kategorija:Aminoskābes	Categoria:Aminoácidos
Kategorija:Karbonskābes	Categoria:Ácidos carboxílicos
Kategorija:Vaļējās zvaigžņu kopas	Categoria:Aglomerados estelares abertos
Kategorija:Green Day	Categoria:Green Day
Kategorija:Vieglatlētika	Categoria:Atletismo
Kategorija:Senā Grieķija	Categoria:Grécia Antiga
Kategorija:Japānas mūzikas grupas	Categoria:Bandas do Japão
Kategorija:Apvienotās Karalistes mūzikas grupas	Categoria:Bandas do Reino Unido
Kategorija:Velsas mūzikas grupas	Categoria:Bandas do País de Gales
Kategorija:Šveices mūzikas grupas	Categoria:Bandas da Suíça
Kategorija:Īrijas mūzikas grupas	Categoria:Bandas da Irlanda
Kategorija:Džeza grupas	Categoria:Bandas de jazz
Kategorija:Hiphopa grupas	Categoria:Grupos de hip hop
Kategorija:Galaktiku kopas	Categoria:Aglomerados de galáxias
Kategorija:Mūzikas grupas pēc žanra	Categoria:Bandas por estilo musical
Kategorija:Vienradzis (zvaigznājs)	Categoria:Constelação de Monoceros
Kategorija:Vērsis (zvaigznājs)	Categoria:Constelação de Taurus
Kategorija:Buras (zvaigznājs)	Categoria:Constelação de Vela
Kategorija:Romāņu valodas	Categoria:Línguas românicas
Kategorija:Arhipelāgi	Categoria:Arquipélagos
Kategorija:Golfs	Categoria:Golfe
Kategorija:Transports	Categoria:Transporte
Kategorija:Asins izmeklējumi	Categoria:Exames de sangue
Kategorija:Zvejošana	Categoria:Pesca
Kategorija:Diplomātija	Categoria:Diplomacia
Kategorija:Soda veidi	Categoria:Punições
Kategorija:Pētniecība	Categoria:Pesquisa
Kategorija:Peldēšana	Categoria:Natação
Kategorija:Izpēte	Categoria:Exploração
Kategorija:Grafiskais dizains	Categoria:Design gráfico
Kategorija:Aģentūras	Categoria:Agências
Kategorija:Kailums	Categoria:Nudez
Kategorija:Klimata izmaiņas	Categoria:Mudanças climáticas
Kategorija:Deja	Categoria:Dança
Kategorija:Biškopība	Categoria:Apicultura
Kategorija:Alķīmija	Categoria:Alquimia
Kategorija:Mūzikas konkursi	Categoria:Competições musicais
Kategorija:Kalifi	Categoria:Califas
Kategorija:Komandu sporta veidi	Categoria:Desportos coletivos
Kategorija:Sporta veidi	Categoria:Desportos por tipo
Kategorija:Vēžveidīgie	Categoria:Crustáceos
Kategorija:Rotaļlietas	Categoria:Brinquedos
Kategorija:Izklaidējošā matemātika	Categoria:Matemática recreativa
Kategorija:Folklora	Categoria:Folclore
Kategorija:Ģimene	Categoria:Família
Kategorija:0. gadi	Categoria:Década de 0
Kategorija:1000. gadi	Categoria:Década de 1000
Kategorija:1590. gadi	Categoria:Década de 1590
Kategorija:1620. gadi	Categoria:Década de 1620
Kategorija:1600. gadi	Categoria:Década de 1600
Kategorija:170. gadi	Categoria:Década de 170
Kategorija:1690. gadi	Categoria:Década de 1690
Kategorija:180. gadi	Categoria:Década de 180
Kategorija:410. gadi	Categoria:Década de 410
Kategorija:40. gadi	Categoria:Década de 40
Kategorija:780. gadi	Categoria:Década de 780
Kategorija:80. gadi	Categoria:Década de 80
Kategorija:900. gadi	Categoria:Década de 900
Kategorija:980. gadi	Categoria:Década de 980
Kategorija:920. gadi	Categoria:Década de 920
Kategorija:Romas katoļi	Categoria:Católicos
Kategorija:3. gadu tūkstotis	Categoria:Terceiro milénio
Kategorija:Hlorīdi	Categoria:Cloretos
Kategorija:Nacionālā drošība	Categoria:Segurança nacional
Kategorija:Datoru drošība	Categoria:Segurança da informação
Kategorija:Komunisms	Categoria:Comunismo
Kategorija:Ogleklis	Categoria:Carbono
Kategorija:Kikbokseri	Categoria:Kickboxers
Kategorija:Kjubivano	Categoria:Cubewanos
Kategorija:Datoru tastatūras	Categoria:Teclados (informática)
Kategorija:Karabāzes	Categoria:Bases militares
Kategorija:Matemātiskas konstantes	Categoria:Constantes matemáticas
Kategorija:Sikspārņi	Categoria:Morcegos
Kategorija:Vaļasprieki	Categoria:Passatempos
Kategorija:Čūskas	Categoria:Serpentes
Kategorija:Ķīnas imperatori	Categoria:Imperadores da China
Kategorija:Imperatori	Categoria:Imperadores
Kategorija:Vikiprojektu dalībnieki	Categoria:!Wikipedistas por projeto
Kategorija:Reāli skaitļi	Categoria:Números reais
Kategorija:Gotikas gleznotāji	Categoria:Pintores do gótico
Kategorija:Simbolisma gleznotāji	Categoria:Pintores do simbolismo
Kategorija:Austrijas gleznotāji	Categoria:Pintores da Áustria
Kategorija:Klīniskā psiholoģija	Categoria:Psicologia clínica
Kategorija:Histoloģija	Categoria:Histologia
Kategorija:Baski	Categoria:Bascos
Kategorija:Āzijas cilvēki	Categoria:Asiáticos
Kategorija:Pasaules čempionāti	Categoria:Campeonatos mundiais
Kategorija:Bioģeogrāfija	Categoria:Biogeografia
Kategorija:Citoloģija	Categoria:Citologia
Kategorija:Bioinformātika	Categoria:Bioinformática
Kategorija:1977. gada singli	Categoria:Singles de 1977
Kategorija:Sahalīnas apgabals	Categoria:Oblast de Sacalina
Kategorija:1997. gada singli	Categoria:Singles de 1997
Kategorija:1992. gada singli	Categoria:Singles de 1992
Kategorija:1993. gada singli	Categoria:Singles de 1993
Kategorija:1999. gada singli	Categoria:Singles de 1999
Kategorija:2000. gada singli	Categoria:Singles de 2000
Kategorija:Silīcijs	Categoria:Silício
Kategorija:Televīzijas seriāli	Categoria:Telesséries
Kategorija:Epistemoloģija	Categoria:Epistemologia
Kategorija:Apvienotās Karalistes mūzika	Categoria:Música do Reino Unido
Kategorija:Saule	Categoria:Sol
Kategorija:Radioastronomija	Categoria:Radioastronomia
Kategorija:Galaktikas	Categoria:Galáxias
Kategorija:1884. gada grāmatas	Categoria:Livros de 1884
Kategorija:Pārmilži	Categoria:Estrelas supergigantes
Kategorija:Komētas	Categoria:Cometas
Kategorija:Venera (planēta)	Categoria:Vénus
Kategorija:Citplanētas	Categoria:Exoplanetas
Kategorija:1885. gada grāmatas	Categoria:Livros de 1885
Kategorija:Maiņzvaigznes	Categoria:Estrelas variáveis
Kategorija:Austroaziātu valodas	Categoria:Línguas austro-asiáticas
Kategorija:Dravīdu valodas	Categoria:Línguas dravídicas
Kategorija:Austronēziešu valodas	Categoria:Línguas austronésias
Kategorija:Loģika	Categoria:Lógica
Kategorija:Altajiešu valodas	Categoria:Línguas altaicas
Kategorija:Afroaziātu valodas	Categoria:Línguas afro-asiáticas
Kategorija:Vampīri	Categoria:Vampiros
Kategorija:Leģenda par karali Arturu	Categoria:Ciclo arturiano
Kategorija:Leģendas	Categoria:Lendas
Kategorija:Tiesneši	Categoria:Juízes
Kategorija:Spānijas alas	Categoria:Cavernas da Espanha
Kategorija:Grafu teorija	Categoria:Teoria dos grafos
Kategorija:Grupu teorija	Categoria:Teoria dos grupos
Kategorija:Skaitļu teorija	Categoria:Teoria dos números
Kategorija:Filozofijas teorijas	Categoria:Teorias filosóficas
Kategorija:Antarktīda	Categoria:Antártida
Kategorija:Ziemeļamerika	Categoria:América do Norte
Kategorija:Dziedātāji	Categoria:Cantores
Kategorija:Varš	Categoria:Cobre
Kategorija:Topoloģija	Categoria:Topologia
Kategorija:Tuksneši	Categoria:Desertos
Kategorija:Sālsezeri	Categoria:Lagos salgados
Kategorija:1990. gada filmas	Categoria:Filmes de 1990
Kategorija:Dienvidamerikas ezeri	Categoria:Lagos da América do Sul
Kategorija:Āzijas ezeri	Categoria:Lagos da Ásia
Kategorija:Eiropas ezeri	Categoria:Lagos da Europa
Kategorija:Ezeri	Categoria:Lagos
Kategorija:Apvienotās Karalistes ezeri	Categoria:Lagos do Reino Unido
Kategorija:Čīles ezeri	Categoria:Lagos do Chile
Kategorija:Francijas ezeri	Categoria:Lagos da França
Kategorija:Igaunijas ezeri	Categoria:Lagos da Estônia
Kategorija:Kongo Demokrātiskās Republikas ezeri	Categoria:Lagos da República Democrática do Congo
Kategorija:Kanādas ezeri	Categoria:Lagos do Canadá
Kategorija:Prasmes	Categoria:Habilidades
Kategorija:Zinātniskās metodes	Categoria:Método científico
Kategorija:Tibeta	Categoria:Tibete
Kategorija:Ķīnas lidostas	Categoria:Aeroportos da China
Kategorija:Karogi	Categoria:Bandeiras
Kategorija:Advokāti	Categoria:Advogados
Kategorija:Ģitāristi	Categoria:Guitarristas
Kategorija:Grieķijas sportisti	Categoria:Desportistas da Grécia
Kategorija:Francijas sportisti	Categoria:Desportistas da França
Kategorija:Ēģiptes sportisti	Categoria:Desportistas do Egito
Kategorija:Krievijas sportisti	Categoria:Desportistas da Rússia
Kategorija:Īrijas sportisti	Categoria:Desportistas da Irlanda
Kategorija:Portugāles sportisti	Categoria:Desportistas de Portugal
Kategorija:Ungārijas sportisti	Categoria:Desportistas da Hungria
Kategorija:Vācijas sportisti	Categoria:Desportistas da Alemanha
Kategorija:Serbijas sportisti	Categoria:Desportistas da Sérvia
Kategorija:PSRS sportisti	Categoria:Desportistas da União Soviética
Kategorija:Futbolisti	Categoria:Futebolistas
Kategorija:Anglijas matemātiķi	Categoria:Matemáticos da Inglaterra
Kategorija:Matemātiķi	Categoria:Matemáticos
Kategorija:Itālijas riteņbraucēji	Categoria:Ciclistas da Itália
Kategorija:Francijas riteņbraucēji	Categoria:Ciclistas da França
Kategorija:Riteņbraucēji	Categoria:Ciclistas
Kategorija:Spānijas riteņbraucēji	Categoria:Ciclistas da Espanha
Kategorija:Vācijas fotogrāfi	Categoria:Fotógrafos da Alemanha
Kategorija:Bundzinieki	Categoria:Bateristas
Kategorija:Botāniķi	Categoria:Botânicos
Kategorija:Fiziķi	Categoria:Físicos
Kategorija:Antropologi	Categoria:Antropólogos
Kategorija:Taizemes svarcēlāji	Categoria:Halterofilistas da Tailândia
Kategorija:Loka šāvēji	Categoria:Arqueiros
Kategorija:Džudisti	Categoria:Judocas
Kategorija:Austrālijas snūkeristi	Categoria:Jogadores de snooker da Austrália
Kategorija:Grafikas dizaineri	Categoria:Designers gráficos
Kategorija:Ērģelnieki	Categoria:Organistas
Kategorija:Hokejisti	Categoria:Jogadores de hóquei no gelo
Kategorija:ASV kinoscenāristi	Categoria:Roteiristas dos Estados Unidos
Kategorija:Beisbolisti	Categoria:Beisebolistas
Kategorija:Ekonomisti	Categoria:Economistas
Kategorija:Formula 1 piloti	Categoria:Pilotos de Fórmula 1
Kategorija:Badmintonisti	Categoria:Jogadores de badminton
Kategorija:Pornozvaigznes	Categoria:Estrelas pornográficas
Kategorija:Astrologi	Categoria:Astrólogos
Kategorija:NASA	Categoria:NASA
Veidne:Datu nesēja infokaste	Predefinição:Info/Mídia
Veidne:3TeamBracket	Predefinição:3TeamBracket
Kategorija:Usenet	Categoria:Usenet
Veidne:Valodas infokaste	Predefinição:Info/Língua
Kategorija:Okeānija	Categoria:Oceania
Veidne:Dienvidkoreja-aizmetnis	Predefinição:Esboço-Coreia do Sul
Kategorija:Jezuītu ordenis	Categoria:Companhia de Jesus
Kategorija:Jodīdi	Categoria:Iodetos
Kategorija:Jamalas Ņencu autonomais apvidus	Categoria:Iamália
Lāpsta	Pá
Veidne:Krievija-aizmetnis	Predefinição:Esboço-georu
Kategorija:Veidnes, kas izmanto moduli	Categoria:!Predefinições com base em Lua
Kategorija:Igaunijas diriģenti	Categoria:Maestros da Estónia
Veidne:Sauber	Predefinição:Sauber
Kategorija:Latvijas flora	Categoria:Flora da Letónia
Veidne:Queen	Predefinição:Queen
Kategorija:Itālijas prezidenti	Categoria:Presidentes da Itália
Kategorija:Kazahstānas premjerministri	Categoria:Primeiros-ministros do Cazaquistão
Kategorija:Ēdamie augi	Categoria:Plantas comestíveis
Veidne:Klīvlendas @@@u0026Cavaliers@@@u0026 sastāvs	Predefinição:Cleveland Cavaliers
Kategorija:Flora pēc kontinenta	Categoria:Flora por continente
Kategorija:Čečeni	Categoria:Tchetchenos
Kategorija:Gemoloģija	Categoria:Gemologia
Kategorija:Invazīvās sugas	Categoria:Espécies invasoras
Parastais ķirbis	Abobrinha
Kategorija:Argentīnas pilsētas	Categoria:Cidades da Argentina
Kategorija:Ķīnas pilsētas	Categoria:Cidades da China
Kategorija:Bolīvijas departamenti	Categoria:Departamentos da Bolívia
Kategorija:Popgrupas	Categoria:Bandas de música pop
Kategorija:Sociālās grupas	Categoria:Grupos sociais
Kategorija:Ūdens sporta veidi	Categoria:Desportos aquáticos
Kategorija:1830. gadi	Categoria:Década de 1830
Kategorija:600. gadi	Categoria:Década de 600
Kategorija:Tikumi	Categoria:Virtudes
Kategorija:Kurskas apgabals	Categoria:Oblast de Kursk
Kategorija:Oftalmoloģija	Categoria:Oftalmologia
Kategorija:Mūzikas singli	Categoria:Singles
Kategorija:1998. gada singli	Categoria:Singles de 1998
Kategorija:Krievijas Federācijas novadi	Categoria:Krais da Rússia
Kategorija:Horvātijas sportisti	Categoria:Desportistas da Croácia
Kategorija:Austrijas sportisti	Categoria:Desportistas da Áustria
Kategorija:Sportisti	Categoria:Desportistas
Kategorija:Latvijas veidnes	Categoria:!Predefinições sobre a Letónia
Kategorija:Ģeogrāfi	Categoria:Geógrafos
Kategorija:Izdomājumi	Categoria:Ficção
Kategorija:Ūdenskritumi	Categoria:Quedas de água
Kategorija:Krievijā dzimušie	Categoria:Naturais da Rússia
Kategorija:21. gadsimta cilvēki	Categoria:Pessoas do século XXI
Kategorija:Mājas	Categoria:Lar
Kategorija:Ķīmiskās reakcijas	Categoria:Reações químicas
Kategorija:Demokrātija	Categoria:Democracia
Kategorija:Tēlniecība	Categoria:Escultura
Kategorija:Bolīvijas prezidenti	Categoria:Presidentes da Bolívia
Kategorija:Ēģiptes prezidenti	Categoria:Presidentes do Egito
Kategorija:Ķīmijas vēsture	Categoria:História da química
Kategorija:Dienvidamerikas vēsture	Categoria:História da América do Sul
Kategorija:Kristiešu vēsture	Categoria:História do Cristianismo
Kategorija:Anglijas vēsture	Categoria:História da Inglaterra
Kategorija:Ētikas pamatproblēmas	Categoria:Questões centrais na ética
Kategorija:Ekonomikas vēsture	Categoria:História da economia
Kategorija:Gvatemala	Categoria:Guatemala
Kategorija:Melnkalne	Categoria:Montenegro
Kategorija:Zinātnes filozofija	Categoria:Filosofia da ciência
Kategorija:Politiskā filozofija	Categoria:Filosofia política
Kategorija:Rokmūzikas žanri	Categoria:Gêneros de rock
Kategorija:Triecienšautenes	Categoria:Fuzis de assalto
Kategorija:Karaliskās ģimenes	Categoria:Famílias reais
Kategorija:Meksikāņu kinorežisori	Categoria:Cineastas do México
Kategorija:Kanādiešu kinorežisori	Categoria:Cineastas do Canadá
Kategorija:Amerikāņu kinorežisori	Categoria:Cineastas dos Estados Unidos
Kategorija:1968. gada Vasaras Olimpisko spēļu dalībnieki	Categoria:Desportistas nos Jogos Olímpicos de Verão de 1968
Kategorija:1976. gada Vasaras Olimpisko spēļu dalībnieki	Categoria:Desportistas nos Jogos Olímpicos de Verão de 1976
Kategorija:1908. gada Vasaras Olimpisko spēļu dalībnieki	Categoria:Desportistas nos Jogos Olímpicos de Verão de 1908
Kategorija:Futbola vārtsargi	Categoria:Goleiros
Kategorija:1992. gada Vasaras Olimpisko spēļu dalībnieki	Categoria:Desportistas nos Jogos Olímpicos de Verão de 1992
Kategorija:1996. gada Vasaras Olimpisko spēļu dalībnieki	Categoria:Desportistas nos Jogos Olímpicos de Verão de 1996
Kategorija:Babilonijas valdnieki	Categoria:Reis da Babilónia
Kategorija:Polisaharīdi	Categoria:Polissacarídeos
Kategorija:Piramīdas	Categoria:Pirâmides
Kategorija:Ford	Categoria:Ford
Kategorija:Florence	Categoria:Florença
Kategorija:2008. gada Eiropas čempionāts futbolā	Categoria:Campeonato Europeu de Futebol de 2008
Kategorija:Dabas stihijas	Categoria:Desastres naturais
Kategorija:Telpu futbols	Categoria:Futebol de salão
Kategorija:Filmu sērijas	Categoria:Séries de filmes
Kategorija:Japānas filmas	Categoria:Filmes do Japão
Kategorija:Rolanda Emmeriha filmas	Categoria:Filmes de Roland Emmerich
Kategorija:1958. gada filmas	Categoria:Filmes de 1958
Kategorija:1975. gada filmas	Categoria:Filmes de 1975
Kategorija:1943. gada filmas	Categoria:Filmes de 1943
Kategorija:1978. gada filmas	Categoria:Filmes de 1978
Kategorija:1988. gada filmas	Categoria:Filmes de 1988
Kategorija:1972. gada filmas	Categoria:Filmes de 1972
Kategorija:1998. gada filmas	Categoria:Filmes de 1998
Kategorija:2006. gada filmas	Categoria:Filmes de 2006
Kategorija:1992. gada filmas	Categoria:Filmes de 1992
Kategorija:2000. gada filmas	Categoria:Filmes de 2000
Kategorija:Spānijas filmas	Categoria:Filmes da Espanha
Kategorija:Austrālijas filmas	Categoria:Filmes da Austrália
Kategorija:Šausmu filmas	Categoria:Filmes de horror
Kategorija:Kanādas filmas	Categoria:Filmes do Canadá
Kategorija:Vācijas kino	Categoria:Cinema da Alemanha
Kategorija:ASV kino	Categoria:Cinema dos Estados Unidos
Kategorija:Kosmonautika pēc gada	Categoria:Exploração espacial por ano
Kategorija:1976. gads kosmonautikā	Categoria:1976 na exploração espacial
Kategorija:1960. gads kosmonautikā	Categoria:1960 na exploração espacial
Kategorija:2011. gads kosmonautikā	Categoria:2011 na exploração espacial
Kategorija:1958. gads kosmonautikā	Categoria:1958 na exploração espacial
Kategorija:1957. gads kosmonautikā	Categoria:1957 na exploração espacial
Kategorija:2012. gads kosmonautikā	Categoria:2012 na exploração espacial
Kategorija:1999. gads kosmonautikā	Categoria:1999 na exploração espacial
Veidne:Hu ikona	Predefinição:Hu
Kategorija:SQL	Categoria:SQL
Kategorija:Nīderlandiešu valoda	Categoria:Língua neerlandesa
Kategorija:Ķīniešu valodas	Categoria:Língua chinesa
Kategorija:Spāņu valoda	Categoria:Língua espanhola
Kategorija:Senās valodas	Categoria:Línguas antigas
Kategorija:Ķīnas valodas	Categoria:Línguas da China
Kategorija:Andoras valodas	Categoria:Línguas de Andorra
Kategorija:Argentīnas valodas	Categoria:Línguas da Argentina
Kategorija:Jaunzēlandes valodas	Categoria:Línguas da Nova Zelândia
Kategorija:Singapūras valodas	Categoria:Línguas de Singapura
Kategorija:Šveices valodas	Categoria:Línguas da Suíça
Kategorija:Dānijas reģioni	Categoria:Regiões da Dinamarca
Kategorija:Okeānijas valodas	Categoria:Línguas da Oceania
Kategorija:Senās Grieķijas ģeogrāfija	Categoria:Geografia da Grécia Antiga
Kategorija:Āfrikas ģeogrāfija	Categoria:Geografia da África
Kategorija:Krievijas kalni	Categoria:Montanhas da Rússia
Kategorija:Itālijas kalni	Categoria:Montanhas da Itália
Kategorija:Vietas Vjetnamā UNESCO Pasaules mantojuma sarakstā	Categoria:Patrimônio Mundial da UNESCO no Vietname
Kategorija:Vietas Krievijā UNESCO Pasaules mantojuma sarakstā	Categoria:Patrimônio Mundial da UNESCO na Rússia
Kategorija:Indijas okeāns	Categoria:Oceano Índico
Kategorija:IEC standarti	Categoria:Normas IEC
Kategorija:Celastrales	Categoria:Celastrales
Kategorija:Pretvīrusu līdzekļi	Categoria:Antivirais
Kategorija:Svarcelšana Olimpiskajās spēlēs	Categoria:Halterofilismo nos Jogos Olímpicos
Kategorija:Transportlīdzekļi	Categoria:Veículos
Kategorija:Zāles	Categoria:Fármacos
Kategorija:UNIX	Categoria:Unix
Kategorija:Ziemeļeiropa	Categoria:Europa do Norte
Kategorija:Automašīnas	Categoria:Automóveis
Kategorija:Ferrari automašīnas	Categoria:Veículos da Ferrari
Kategorija:ASV viceprezidenti	Categoria:Vice-presidentes dos Estados Unidos
Kategorija:Satura vadības sistēmas	Categoria:Sistemas de gestão de conteúdo
Kategorija:Debess koordinātu sistēmas	Categoria:Sistema de coordenadas celestes
Kategorija:Politiskās sistēmas	Categoria:Sistemas políticos
Kategorija:Alfa Romeo automašīnas	Categoria:Caminhões da Alfa Romeo
Kategorija:Pigmenti	Categoria:Pigmentos
Kategorija:Tanki	Categoria:Tanques
Kategorija:Daivspurzivis	Categoria:Sarcopterygii
Kategorija:ASV valdība	Categoria:Governo dos Estados Unidos
Kategorija:Bijušās valstis Dienvidamerikā	Categoria:Estados extintos da América do Sul
Kategorija:Bijušās valstis	Categoria:Estados extintos
Burkāns	Cenoura
Kategorija:Graudzāļu rinda	Categoria:Poales
Kategorija:Radīti skatuvei	Categoria:Glee
Kategorija:Asaru dzimta	Categoria:Percidae
Kategorija:Smagā roka grupas	Categoria:Bandas de hard rock
Kategorija:Ziemeļamerikas galvaspilsētas	Categoria:Capitais da América do Norte
Kategorija:Lūzuma zonas	Categoria:Falhas sísmicas
Kategorija:Popmetāla grupas	Categoria:Bandas de glam metal
Kategorija:Kristīgā roka grupas	Categoria:Bandas de rock cristão
Kategorija:Vietas Apvienotajā Karalistē UNESCO Pasaules mantojuma sarakstā	Categoria:Patrimônio Mundial da UNESCO no Reino Unido
Kategorija:Hārdkora grupas	Categoria:Bandas de hardcore punk
Kategorija:Norvēģijas mūzikas grupas	Categoria:Bandas da Noruega
Kategorija:Turcijas mūzikas grupas	Categoria:Bandas da Turquia
Kategorija:Ūdenstilpņu baseini	Categoria:Bacias hidrográficas
Kategorija:Slovēnijas mūzikas grupas	Categoria:Bandas da Eslovênia
Kategorija:DĀR mūzikas grupas	Categoria:Bandas da África do Sul
Kategorija:Metālkora grupas	Categoria:Bandas de metalcore
Kategorija:Folkmetāla grupas	Categoria:Bandas de folk metal
Kategorija:Sintpopa grupas	Categoria:Bandas de synthpop
Kategorija:Psihodēliskā roka grupas	Categoria:Bandas de rock psicodélico
Kategorija:Repmetāla grupas	Categoria:Bandas de rap metal
Kategorija:Melnā metāla grupas	Categoria:Bandas de black metal
Kategorija:Blūzroka grupas	Categoria:Bandas de blues-rock
Kategorija:Alternatīvā metāla grupas	Categoria:Bandas de metal alternativo
Kategorija:Ārtroka grupas	Categoria:Bandas de art rock
Kategorija:ABB	Categoria:Locomotivas ABB Asea Brown Boveri
The Prodigy	The Prodigy
Veidne:Valstu uzskaitījumi	Predefinição:Listas de países
Kategorija:King Crimson	Categoria:King Crimson
Kategorija:Ar Ļeņina ordeni apbalvotie	Categoria:Ordem de Lenin
Kategorija:Dienvidamerikas galvaspilsētas	Categoria:Capitais da América do Sul
Kategorija:Meksikas pilsētas	Categoria:Cidades do México
Kategorija:Āfrikas galvaspilsētas	Categoria:Capitais da África
Kategorija:Norvēģijas kalni	Categoria:Montanhas da Noruega
Kategorija:Alpīnisms	Categoria:Montanhismo
Kategorija:Zinātne un tehnoloģija Šveicē	Categoria:Ciência e tecnologia na Suíça
Kategorija:Zinātne un tehnoloģijas Apvienotajā Karalistē	Categoria:Ciência e tecnologia no Reino Unido
Kategorija:Zinātne un tehnoloģijas Ukrainā	Categoria:Ciência e tecnologia na Ucrânia
Kategorija:Gambijas kultūra	Categoria:Cultura da Gâmbia
Kategorija:Nīderlandes kultūra	Categoria:Cultura dos Países Baixos
Kategorija:Norvēģijas kultūra	Categoria:Cultura da Noruega
Kategorija:Jaunzēlandes kultūra	Categoria:Cultura da Nova Zelândia
Kategorija:Dānijas kultūra	Categoria:Cultura da Dinamarca
Kategorija:Vācijas kultūra	Categoria:Cultura da Alemanha
Kategorija:Latvijas kultūra	Categoria:Cultura da Letónia
Kategorija:Lietuvas kultūra	Categoria:Cultura da Lituânia
Kategorija:Kvarca paveidi	Categoria:Variedades de quartzo
Kategorija:Malaizijas kultūra	Categoria:Cultura da Malásia
Kategorija:Meksikas kultūra	Categoria:Cultura do México
Kategorija:Queen	Categoria:Queen
Kategorija:Venecuēlas kultūra	Categoria:Cultura da Venezuela
Kategorija:Brazīlijas kultūra	Categoria:Cultura do Brasil
Kategorija:Zviedrijas kultūra	Categoria:Cultura da Suécia
Kategorija:Skotijas kultūra	Categoria:Cultura da Escócia
Kategorija:Spānijas kultūra	Categoria:Cultura da Espanha
Kategorija:Armēnijas kultūra	Categoria:Cultura da Arménia
Kategorija:Argentīnas kultūra	Categoria:Cultura da Argentina
Kategorija:Īrijas kultūra	Categoria:Cultura da Irlanda
Kategorija:Albānijas kultūra	Categoria:Cultura da Albânia
Kategorija:Mitoloģiskie arhetipi	Categoria:Arquétipos mitológicos
Kategorija:Igaunijas kultūra	Categoria:Cultura da Estónia
Kategorija:Apvienotās Karalistes kultūra	Categoria:Cultura do Reino Unido
Kategorija:Austrālijas kultūra	Categoria:Cultura da Austrália
Kategorija:Velsas kultūra	Categoria:Cultura do País de Gales
Kategorija:Irākas kultūra	Categoria:Cultura do Iraque
Kategorija:Irānas kultūra	Categoria:Cultura do Irão
Kategorija:Jamaikas kultūra	Categoria:Cultura da Jamaica
Kategorija:Gruzijas kultūra	Categoria:Cultura da Geórgia
Kategorija:Kanādas kultūra	Categoria:Cultura do Canadá
Kategorija:Kotdivuāras kultūra	Categoria:Cultura da Costa do Marfim
Kategorija:Kongo Republikas kultūra	Categoria:Cultura da República do Congo
Kategorija:Turcijas kultūra	Categoria:Cultura da Turquia
Kategorija:Panamas kultūra	Categoria:Cultura do Panamá
Kategorija:Portugāles kultūra	Categoria:Cultura de Portugal
Kategorija:Somijas kultūra	Categoria:Cultura da Finlândia
Kategorija:Krievijas tieslietas	Categoria:Direito da Rússia
Kategorija:Gambijas sabiedrība	Categoria:Sociedade da Gâmbia
Kategorija:Dānijas sabiedrība	Categoria:Sociedade da Dinamarca
Kategorija:Vācijas sabiedrība	Categoria:Sociedade da Alemanha
Kategorija:Latvijas sabiedrība	Categoria:Sociedade da Letónia
Kategorija:Šveices sabiedrība	Categoria:Sociedade da Suíça
Kategorija:Urugvajas sabiedrība	Categoria:Sociedade do Uruguai
Kategorija:Turcijas sabiedrība	Categoria:Sociedade da Turquia
Kategorija:Latvijas daba	Categoria:Meio ambiente da Letônia
Kategorija:Igaunijas daba	Categoria:Meio ambiente da Estónia
Kategorija:Lietuvas robežas	Categoria:Fronteiras da Lituânia
Kategorija:Komiksi	Categoria:Banda desenhada
Kategorija:Eiropas Komisija	Categoria:Comissão Europeia
Kategorija:Polijas robežas	Categoria:Fronteiras da Polónia
Kategorija:Rumānijas pilsētas	Categoria:Cidades da Roménia
