ఆఫ్రికా	África
ఏప్రిల్ 14	14 de abril
ఏప్రిల్ 11	11 de abril
ఏప్రిల్ 10	10 de abril
ఏప్రిల్ 8	8 de abril
ఏప్రిల్ 9	9 de abril
ఏప్రిల్ 7	7 de abril
ఏప్రిల్ 6	6 de abril
ఏప్రిల్ 5	5 de abril
ఏప్రిల్ 4	4 de abril
ఏప్రిల్ 3	3 de abril
ఏప్రిల్ 1	1 de abril
ఏప్రిల్ 2	2 de abril
హబుల్ టెలీస్కోపు	Telescópio espacial Hubble
ఏప్రిల్ 16	16 de abril
ఏప్రిల్ 17	17 de abril
ఏప్రిల్ 18	18 de abril
ఏప్రిల్ 19	19 de abril
ఏప్రిల్ 20	20 de abril
ఏప్రిల్ 21	21 de abril
ఏప్రిల్ 22	22 de abril
ఏప్రిల్ 23	23 de abril
ఏప్రిల్ 24	24 de abril
ఏప్రిల్ 25	25 de abril
ఏప్రిల్ 26	26 de abril
ఏప్రిల్ 27	27 de abril
ఏప్రిల్ 28	28 de abril
ఏప్రిల్ 29	29 de abril
ఏప్రిల్ 30	30 de abril
ఉపగ్రహం	Satélite natural
మే 1	1 de maio
మే 2	2 de maio
మే 3	3 de maio
మే 4	4 de maio
మే 5	5 de maio
మే 6	6 de maio
మే 7	7 de maio
మే 8	8 de maio
మే 9	9 de maio
మే 10	10 de maio
మే 11	11 de maio
మే 12	12 de maio
మే 13	13 de maio
మే 14	14 de maio
మే 15	15 de maio
మే 16	16 de maio
మే 17	17 de maio
మే 18	18 de maio
మే 19	19 de maio
మే 20	20 de maio
మే 21	21 de maio
మే 22	22 de maio
మే 23	23 de maio
మే 24	24 de maio
మే 25	25 de maio
మే 26	26 de maio
మే 27	27 de maio
మే 28	28 de maio
మే 29	29 de maio
మే 30	30 de maio
మే 31	31 de maio
డిసెంబర్ 21	21 de dezembro
జూన్ 14	14 de junho
జూన్ 15	15 de junho
జూన్ 13	13 de junho
జూన్ 10	10 de junho
జూన్ 7	7 de junho
జూన్ 11	11 de junho
జూన్ 9	9 de junho
జూన్ 12	12 de junho
జూన్ 6	6 de junho
జూన్ 8	8 de junho
జూన్ 5	5 de junho
జూన్ 3	3 de junho
జూన్ 2	2 de junho
జూన్ 1	1 de junho
జూన్ 4	4 de junho
డిసెంబర్ 22	22 de dezembro
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
జూన్ 16	16 de junho
జూన్ 30	30 de junho
జూన్ 29	29 de junho
జూన్ 28	28 de junho
జూన్ 26	26 de junho
జూన్ 25	25 de junho
జూన్ 22	22 de junho
జూన్ 27	27 de junho
జూన్ 24	24 de junho
జూన్ 20	20 de junho
జూన్ 23	23 de junho
జూన్ 19	19 de junho
జూన్ 18	18 de junho
జూన్ 21	21 de junho
జూన్ 17	17 de junho
డిసెంబర్ 23	23 de dezembro
బ్రూస్ విల్లీస్	Bruce Willis
ఆర్నాల్డ్ స్క్వార్జెనెగర్	Arnold Schwarzenegger
జూలై 15	15 de julho
జూలై 13	13 de julho
జూలై 12	12 de julho
జూలై 10	10 de julho
జూలై 9	9 de julho
జూలై 14	14 de julho
జూలై 8	8 de julho
జూలై 7	7 de julho
జూలై 6	6 de julho
జూలై 5	5 de julho
జూలై 2	2 de julho
జూలై 4	4 de julho
జూలై 3	3 de julho
జూలై 1	1 de julho
జూలై 11	11 de julho
డిసెంబర్ 24	24 de dezembro
జూలై 31	31 de julho
జూలై 30	30 de julho
జూలై 29	29 de julho
జూలై 28	28 de julho
జూలై 27	27 de julho
జూలై 25	25 de julho
జూలై 24	24 de julho
జూలై 23	23 de julho
జూలై 26	26 de julho
జూలై 22	22 de julho
జూలై 19	19 de julho
జూలై 21	21 de julho
జూలై 20	20 de julho
జూలై 17	17 de julho
జూలై 18	18 de julho
జూలై 16	16 de julho
కాల్బంతి	Futebol
డిసెంబర్ 25	25 de dezembro
1963	1963
డిసెంబర్ 26	26 de dezembro
1962	1962
ఐఫోన్	IPhone
ఆగష్టు 14	14 de agosto
ఆగష్టు 15	15 de agosto
ఆగష్టు 13	13 de agosto
ఆగష్టు 12	12 de agosto
ఆగష్టు 11	11 de agosto
ఆగష్టు 10	10 de agosto
ఆగష్టు 8	8 de agosto
ఆగష్టు 7	7 de agosto
ఆగష్టు 9	9 de agosto
ఆగష్టు 5	5 de agosto
ఆగష్టు 4	4 de agosto
ఆగష్టు 2	2 de agosto
ఆగష్టు 3	3 de agosto
ఆగష్టు 6	6 de agosto
ఆగష్టు 1	1 de agosto
ఐప్యాడ్	IPad
డిసెంబర్ 27	27 de dezembro
జలాంతర్గామి	Submarino
ఆగష్టు 16	16 de agosto
ఆగష్టు 29	29 de agosto
ఆగష్టు 28	28 de agosto
ఆగష్టు 30	30 de agosto
ఆగష్టు 25	25 de agosto
ఆగష్టు 26	26 de agosto
ఆగష్టు 23	23 de agosto
ఆగష్టు 27	27 de agosto
ఆగష్టు 21	21 de agosto
ఆగష్టు 20	20 de agosto
ఆగష్టు 24	24 de agosto
ఆగష్టు 18	18 de agosto
ఆగష్టు 17	17 de agosto
ఆగష్టు 22	22 de agosto
ఆగష్టు 19	19 de agosto
ఆగష్టు 31	31 de agosto
మైకల్ జాక్సన్	Michael Jackson
డిసెంబర్ 28	28 de dezembro
అఫాసియా (మెదడు వ్యాధి వల్ల మాట పోవడం)	Afasia
ఫ్లూ	Gripe
సెప్టెంబర్ 15	15 de setembro
సెప్టెంబర్ 14	14 de setembro
సెప్టెంబర్ 13	13 de setembro
సెప్టెంబర్ 12	12 de setembro
సెప్టెంబర్ 8	8 de setembro
సెప్టెంబర్ 11	11 de setembro
సెప్టెంబర్ 7	7 de setembro
సెప్టెంబర్ 10	10 de setembro
సెప్టెంబర్ 5	5 de setembro
సెప్టెంబర్ 4	4 de setembro
సెప్టెంబర్ 9	9 de setembro
సెప్టెంబర్‌ 2	2 de setembro
సెప్టెంబర్ 6	6 de setembro
సెప్టెంబర్ 1	1 de setembro
సెప్టెంబర్‌ 3	3 de setembro
డిసెంబర్ 29	29 de dezembro
వివిక్త కొసైన్ పరివర్తనం	Transformada discreta de cosseno
సెప్టెంబర్ 30	30 de setembro
సెప్టెంబర్ 29	29 de setembro
సెప్టెంబర్ 28	28 de setembro
సెప్టెంబర్ 27	27 de setembro
సెప్టెంబర్ 26	26 de setembro
సెప్టెంబర్ 25	25 de setembro
సెప్టెంబర్ 23	23 de setembro
సెప్టెంబర్ 22	22 de setembro
సెప్టెంబర్ 24	24 de setembro
సెప్టెంబర్ 21	21 de setembro
సెప్టెంబర్ 20	20 de setembro
సెప్టెంబర్ 18	18 de setembro
సెప్టెంబర్ 17	17 de setembro
సెప్టెంబర్ 19	19 de setembro
సెప్టెంబర్ 16	16 de setembro
డిసెంబర్ 30	30 de dezembro
డిసెంబర్ 31	31 de dezembro
అక్టోబర్ 1	1 de outubro
అక్టోబర్ 15	15 de outubro
అక్టోబర్ 12	12 de outubro
అక్టోబర్ 10	10 de outubro
అక్టోబర్ 14	14 de outubro
అక్టోబర్ 9	9 de outubro
అక్టోబర్ 8	8 de outubro
అక్టోబర్ 13	13 de outubro
అక్టోబర్ 7	7 de outubro
అక్టోబర్ 11	11 de outubro
అక్టోబర్ 6	6 de outubro
అక్టోబర్ 4	4 de outubro
అక్టోబర్ 5	5 de outubro
అక్టోబర్ 3	3 de outubro
అక్టోబర్ 2	2 de outubro
మేక	Capra aegagrus hircus
అక్టోబర్ 31	31 de outubro
అక్టోబర్ 30	30 de outubro
అక్టోబర్ 29	29 de outubro
అక్టోబర్ 28	28 de outubro
అక్టోబర్ 26	26 de outubro
అక్టోబర్ 25	25 de outubro
అక్టోబర్ 24	24 de outubro
అక్టోబర్ 27	27 de outubro
అక్టోబర్ 22	22 de outubro
అక్టోబర్ 23	23 de outubro
అక్టోబర్ 20	20 de outubro
అక్టోబర్ 21	21 de outubro
అక్టోబర్ 19	19 de outubro
అక్టోబర్ 17	17 de outubro
అక్టోబర్ 16	16 de outubro
అక్టోబర్ 18	18 de outubro
నవంబర్ 15	15 de novembro
నవంబర్ 14	14 de novembro
నవంబర్ 13	13 de novembro
నవంబర్ 12	12 de novembro
నవంబర్ 11	11 de novembro
నవంబర్ 10	10 de novembro
నవంబర్ 7	7 de novembro
నవంబర్ 8	8 de novembro
నవంబర్ 9	9 de novembro
నవంబర్ 6	6 de novembro
నవంబర్ 5	5 de novembro
నవంబర్ 4	4 de novembro
నవంబర్ 3	3 de novembro
నవంబర్ 2	2 de novembro
నవంబర్ 1	1 de novembro
అబ్బాయి	Menino
నవంబర్ 30	30 de novembro
నవంబర్ 29	29 de novembro
నవంబర్ 28	28 de novembro
నవంబర్ 27	27 de novembro
నవంబర్ 26	26 de novembro
నవంబర్ 25	25 de novembro
నవంబర్ 23	23 de novembro
నవంబర్ 24	24 de novembro
నవంబర్ 21	21 de novembro
నవంబర్ 20	20 de novembro
నవంబర్ 22	22 de novembro
నవంబర్ 19	19 de novembro
నవంబర్ 18	18 de novembro
నవంబర్ 17	17 de novembro
నవంబర్ 16	16 de novembro
అమ్మాయి	Menina
సిడ్నీ	Sydney
మెల్బోర్న్	Melbourne
ఎరుపు	Vermelho
అగ్ని	Fogo
ఫోటాన్	Fotão
భూమి వాతావరణం	Atmosfera terrestre
జార్జ్ ఆర్వెల్	George Orwell
నైలు నది	Rio Nilo
కాంగో నది	Rio Congo
తోకచుక్క	Cometa
టెహరాన్	Teerã
అద్దిస్ అబాబా	Adis Abeba
జకార్తా	Jacarta
అంకారా	Ancara
1961	1961
అడుగు (కొలమానం)	Pé (unidade)
1960	1960
జావా (ద్వీపం)	Java
అమెజాన్ నది	Rio Amazonas
మస్కట్	Mascate
గ్రహశకలం	Asteroide
అమెజాన్.కాం	Amazon.com
సూర్య గ్రహణం	Eclipse solar
అడిడాస్	Adidas
పాఠశాల	Escola
విశ్వవిద్యాలయం	Universidade
ప్రిటోరియా	Pretória
టేబుల్ టెన్నిస్	Tênis de mesa
సూపర్ నోవా	Supernova
వికీపీడియా:Sandbox	Wikipédia:Página de testes
ఇల్లు	Casa
పట్టణం	Vila
ల్యాప్‌టాప్	Laptop
కంప్యూటర్ హార్డ్‌వేర్	Hardware
బీజగణితం	Álgebra
పటము	Mapa
నది	Rio
ఓఝస్కు	Osasco
గ్లాస్గో	Glasgow
న్యూట్రాన్ తార	Estrela de nêutrons
టెలిస్కోపు	Telescópio
రేడియో తరంగాలు	Onda de rádio
పెట్టుబడి	Investimento
రేడియో ఖగోళశాస్త్రం	Radioastronomia
మదర్ బోర్డు	Placa-mãe
TV ట్యూనర్ కార్డ్	Placa sintonizadora de televisão
కురితీబా	Curitiba
అడవి	Floresta
వర్గం:1888	Categoria:1888
యుఎస్‌బి ఫ్లాష్ డ్రైవ్ (USB Flash Drive)	USB flash drive
జిచిఉజ్ఫాలు	Zichyújfalu
హార్డ్ డిస్క్ డ్రైవ్	Disco rígido
మిట్ రోమ్నీ	Mitt Romney
నౌకాదళం	Marinha
సుందరవనాలు	Sundarbans
పడమటి కనుమలు	Gates Ocidentais
భారత పర్వత రైల్వేలు	Caminhos de Ferro de Montanha na Índia
రాజీవ్ గాంధీ	Rajiv Gandhi
కన్ఫ్యూషియస్	Confúcio
మార్లిన్ మన్రో	Marilyn Monroe
కర్బిన్ బ్ల్యు	Corbin Bleu
వర్గం:గణిత శాస్త్రము	Categoria:Matemática
సూరత్	Surate
వర్గం:భారతదేశ చరిత్ర	Categoria:História da Índia
మూస:Country data Iran	Predefinição:Country data Irã
బాలి	Bali
షెర్లాక్ హోమ్స్	Sherlock Holmes
సాంస్కృతిక పునరుజ్జీవనం	Renascimento
గూడు	Ninho
స్తంభం	Coluna
వర్గం:1888 జననాలు	Categoria:Nascidos em 1888
యూరో	Euro
మధ్యధరా సముద్రము	Mar Mediterrâneo
లారీ పేజ్	Larry Page
క్రైస్తవ మతము	Cristianismo
బెర్లిన్ గోడ	Muro de Berlim
గంగా నది	Rio Ganges
బియ్యము	Arroz
ఖండం	Continente
మూస:ALA	Predefinição:ALA
అడిలైడ్	Adelaide (Austrália)
పక్షి	Aves
రాజధాని	Capital
మూస:ఇస్లాం మతము	Predefinição:Islã
గుజరాతి భాష	Língua gujarati
నెల	Mês
ముస్తఫా కమాల్ అతాతుర్క్	Mustafa Kemal Atatürk
1948	1948
నెమటోడ	Nematoda
1949	1949
హువాంగ్ గ్జియాన్ హన్	Huang Xianfan
